amfi_code,date,nav
102887,2022-11-14,173.045
102887,2022-11-15,172.7932
102887,2022-11-16,173.9406
102887,2022-11-17,174.4569
102887,2022-11-18,175.1195
102887,2022-11-21,176.396
102887,2022-11-22,175.9774
102887,2022-11-23,174.4138
102887,2022-11-24,175.3541
102887,2022-11-25,175.2245
102887,2022-11-28,174.5388
102887,2022-11-29,175.5717
102887,2022-11-30,177.9526
102887,2022-12-01,177.7814
102887,2022-12-02,177.9024
102887,2022-12-05,175.9006
102887,2022-12-06,175.6107
102887,2022-12-07,176.1076
102887,2022-12-08,176.1762
102887,2022-12-09,175.6388
102887,2022-12-12,177.0338
102887,2022-12-13,177.2428
102887,2022-12-14,182.0367
102887,2022-12-15,182.5269
102887,2022-12-16,177.6491
102887,2022-12-19,175.7737
102887,2022-12-20,176.8242
102887,2022-12-21,175.786
102887,2022-12-22,174.8632
102887,2022-12-23,172.7956
102887,2022-12-26,172.0697
102887,2022-12-27,172.509
102887,2022-12-28,173.2843
102887,2022-12-29,171.6142
102887,2022-12-30,173.116
102887,2023-01-02,171.1515
102887,2023-01-03,172.0111
102887,2023-01-04,172.6992
102887,2023-01-05,171.1823
102887,2023-01-06,169.4754
102887,2023-01-09,170.231
102887,2023-01-10,169.3738
102887,2023-01-11,169.1496
102887,2023-01-12,170.4269
102887,2023-01-13,171.3539
102887,2023-01-16,169.8803
102887,2023-01-17,169.8897
102887,2023-01-18,168.3969
102887,2023-01-19,169.9811
102887,2023-01-20,172.7368
102887,2023-01-23,171.3737
102887,2023-01-24,171.4219
102887,2023-01-25,173.1174
102887,2023-01-26,173.2627
102887,2023-01-27,174.3498
102887,2023-01-30,174.5444
102887,2023-01-31,172.7979
102887,2023-02-01,173.1082
102887,2023-02-02,175.1905
102887,2023-02-03,175.851
102887,2023-02-06,178.8589
102887,2023-02-07,175.7983
102887,2023-02-08,176.5763
102887,2023-02-09,175.5312
102887,2023-02-10,174.0925
102887,2023-02-13,176.5549
102887,2023-02-14,176.2065
102887,2023-02-15,175.6878
102887,2023-02-16,176.4022
102887,2023-02-17,172.7191
102887,2023-02-20,175.1982
102887,2023-02-21,178.6999
102887,2023-02-22,180.4631
102887,2023-02-23,181.322
102887,2023-02-24,181.0343
102887,2023-02-27,179.1896
102887,2023-02-28,181.4672
102887,2023-03-01,183.26
102887,2023-03-02,184.2029
102887,2023-03-03,184.9334
102887,2023-03-06,185.605
102887,2023-03-07,184.7337
102887,2023-03-08,189.5627
102887,2023-03-09,189.1303
102887,2023-03-10,188.4308
102887,2023-03-13,190.6846
102887,2023-03-14,190.742
102887,2023-03-15,190.819
102887,2023-03-16,193.6743
102887,2023-03-17,195.1197
102887,2023-03-20,196.6765
102887,2023-03-21,194.0016
102887,2023-03-22,194.9023
102887,2023-03-23,193.0517
102887,2023-03-24,192.2829
102887,2023-03-27,192.7382
102887,2023-03-28,192.7826
102887,2023-03-29,194.1736
102887,2023-03-30,195.8043
102887,2023-03-31,197.5979
102887,2023-04-03,195.0549
102887,2023-04-04,199.8745
102887,2023-04-05,199.944
102887,2023-04-06,202.5238
102887,2023-04-07,197.5735
102887,2023-04-10,197.1632
102887,2023-04-11,194.3975
102887,2023-04-12,192.8318
102887,2023-04-13,193.045
102887,2023-04-14,192.5093
102887,2023-04-17,195.192
102887,2023-04-18,198.8217
102887,2023-04-19,197.0109
102887,2023-04-20,196.1615
102887,2023-04-21,194.249
102887,2023-04-24,196.6424
102887,2023-04-25,197.0751
102887,2023-04-26,197.2567
102887,2023-04-27,197.9967
102887,2023-04-28,197.4943
102887,2023-05-01,195.9133
102887,2023-05-02,196.1309
102887,2023-05-03,195.7202
102887,2023-05-04,196.5229
102887,2023-05-05,193.4319
102887,2023-05-08,193.911
102887,2023-05-09,192.6832
102887,2023-05-10,193.0922
102887,2023-05-11,194.9777
102887,2023-05-12,194.0031
102887,2023-05-15,196.4742
102887,2023-05-16,193.172
102887,2023-05-17,196.3182
102887,2023-05-18,198.9025
102887,2023-05-19,197.2504
102887,2023-05-22,195.6285
102887,2023-05-23,192.8177
102887,2023-05-24,194.7325
102887,2023-05-25,194.2007
102887,2023-05-26,193.5271
102887,2023-05-29,191.4633
102887,2023-05-30,195.1082
102887,2023-05-31,193.3196
102887,2023-06-01,193.4819
102887,2023-06-02,194.0189
102887,2023-06-05,193.3559
102887,2023-06-06,192.3029
102887,2023-06-07,191.7026
102887,2023-06-08,192.9128
102887,2023-06-09,192.3536
102887,2023-06-12,195.6475
102887,2023-06-13,194.2368
102887,2023-06-14,195.8353
102887,2023-06-15,192.5135
102887,2023-06-16,191.1256
102887,2023-06-19,189.6725
102887,2023-06-20,187.6855
102887,2023-06-21,188.3346
102887,2023-06-22,188.2375
102887,2023-06-23,184.0728
102887,2023-06-26,187.9244
102887,2023-06-27,188.3702
102887,2023-06-28,188.4846
102887,2023-06-29,191.1037
102887,2023-06-30,193.1328
102887,2023-07-03,192.6679
102887,2023-07-04,189.0259
102887,2023-07-05,190.2174
102887,2023-07-06,188.4925
102887,2023-07-07,190.9753
102887,2023-07-10,189.6
102887,2023-07-11,188.8508
102887,2023-07-12,186.4223
102887,2023-07-13,184.1751
102887,2023-07-14,184.0823
102887,2023-07-17,183.8168
102887,2023-07-18,183.0462
102887,2023-07-19,186.9845
102887,2023-07-20,188.2377
102887,2023-07-21,188.3692
102887,2023-07-24,183.3153
102887,2023-07-25,184.9575
102887,2023-07-26,190.7385
102887,2023-07-27,190.4909
102887,2023-07-28,189.0536
102887,2023-07-31,189.4778
102887,2023-08-01,186.875
102887,2023-08-02,187.8591
102887,2023-08-03,190.8348
102887,2023-08-04,189.6615
102887,2023-08-07,188.5568
102887,2023-08-08,188.5176
102887,2023-08-09,187.6793
102887,2023-08-10,184.9503
102887,2023-08-11,184.3433
102887,2023-08-14,183.3649
102887,2023-08-15,186.0187
102887,2023-08-16,188.3096
102887,2023-08-17,191.0942
102887,2023-08-18,192.7593
102887,2023-08-21,193.2745
102887,2023-08-22,191.6927
102887,2023-08-23,194.3877
102887,2023-08-24,195.1865
102887,2023-08-25,192.8614
102887,2023-08-28,191.2069
102887,2023-08-29,188.8993
102887,2023-08-30,185.1427
102887,2023-08-31,185.9798
102887,2023-09-01,183.7831
102887,2023-09-04,182.4968
102887,2023-09-05,182.6769
102887,2023-09-06,182.4399
102887,2023-09-07,181.2405
102887,2023-09-08,184.1461
102887,2023-09-11,181.4423
102887,2023-09-12,178.8562
102887,2023-09-13,179.7904
102887,2023-09-14,178.7657
102887,2023-09-15,177.6768
102887,2023-09-18,175.8596
102887,2023-09-19,176.5652
102887,2023-09-20,177.0725
102887,2023-09-21,177.3908
102887,2023-09-22,176.4566
102887,2023-09-25,175.2302
102887,2023-09-26,175.0465
102887,2023-09-27,176.8654
102887,2023-09-28,179.79
102887,2023-09-29,181.9235
102887,2023-10-02,182.9621
102887,2023-10-03,184.8923
102887,2023-10-04,182.8116
102887,2023-10-05,181.6092
102887,2023-10-06,182.6803
102887,2023-10-09,182.5715
102887,2023-10-10,183.3027
102887,2023-10-11,185.2315
102887,2023-10-12,186.8875
102887,2023-10-13,184.9539
102887,2023-10-16,185.0861
102887,2023-10-17,183.4854
102887,2023-10-18,182.1619
102887,2023-10-19,179.1542
102887,2023-10-20,179.5025
102887,2023-10-23,176.4073
102887,2023-10-24,177.2149
102887,2023-10-25,179.765
102887,2023-10-26,180.836
102887,2023-10-27,181.0384
102887,2023-10-30,183.9695
102887,2023-10-31,184.6876
102887,2023-11-01,183.1976
102887,2023-11-02,183.5379
102887,2023-11-03,187.3106
102887,2023-11-06,185.3695
102887,2023-11-07,182.9176
102887,2023-11-08,184.1644
102887,2023-11-09,183.8584
102887,2023-11-10,182.984
102887,2023-11-13,180.784
102887,2023-11-14,177.3709
102887,2023-11-15,174.8902
102887,2023-11-16,177.866
102887,2023-11-17,177.956
102887,2023-11-20,174.5747
102887,2023-11-21,176.7759
102887,2023-11-22,179.0963
102887,2023-11-23,181.437
102887,2023-11-24,180.7735
102887,2023-11-27,180.3918
102887,2023-11-28,180.7497
102887,2023-11-29,183.4294
102887,2023-11-30,182.515
102887,2023-12-01,181.2403
102887,2023-12-04,182.6242
102887,2023-12-05,184.9738
102887,2023-12-06,184.9855
102887,2023-12-07,186.3506
102887,2023-12-08,186.673
102887,2023-12-11,186.3118
102887,2023-12-12,184.871
102887,2023-12-13,182.8422
102887,2023-12-14,181.821
102887,2023-12-15,180.1483
102887,2023-12-18,180.7713
102887,2023-12-19,183.1123
102887,2023-12-20,183.5985
102887,2023-12-21,182.0109
102887,2023-12-22,183.6962
102887,2023-12-25,184.3564
102887,2023-12-26,185.3884
102887,2023-12-27,184.5303
102887,2023-12-28,186.7615
102887,2023-12-29,189.0099
102887,2024-01-01,188.7719
102887,2024-01-02,190.257
102887,2024-01-03,192.4956
102887,2024-01-04,191.7089
102887,2024-01-05,191.666
102887,2024-01-08,191.9344
102887,2024-01-09,189.9354
102887,2024-01-10,190.8964
102887,2024-01-11,192.9888
102887,2024-01-12,192.8239
102887,2024-01-15,193.6007
102887,2024-01-16,196.466
102887,2024-01-17,195.7819
102887,2024-01-18,196.6111
102887,2024-01-19,195.6015
102887,2024-01-22,194.5436
102887,2024-01-23,195.3314
102887,2024-01-24,195.9238
102887,2024-01-25,197.1403
102887,2024-01-26,197.4091
102887,2024-01-29,198.4549
102887,2024-01-30,201.9346
102887,2024-01-31,204.2249
102887,2024-02-01,205.0447
102887,2024-02-02,206.2135
102887,2024-02-05,205.7156
102887,2024-02-06,205.5081
102887,2024-02-07,206.6536
102887,2024-02-08,206.9594
102887,2024-02-09,208.7445
102887,2024-02-12,211.5533
102887,2024-02-13,211.4623
102887,2024-02-14,207.3464
102887,2024-02-15,211.7675
102887,2024-02-16,210.5046
102887,2024-02-19,211.0447
102887,2024-02-20,212.7244
102887,2024-02-21,215.8954
102887,2024-02-22,219.9922
102887,2024-02-23,219.3174
102887,2024-02-26,222.0952
102887,2024-02-27,222.6713
102887,2024-02-28,229.0501
102887,2024-02-29,231.7427
102887,2024-03-01,231.4662
102887,2024-03-04,229.7601
102887,2024-03-05,223.8906
102887,2024-03-06,225.5525
102887,2024-03-07,227.9924
102887,2024-03-08,229.8487
102887,2024-03-11,224.5944
102887,2024-03-12,221.8967
102887,2024-03-13,223.1074
102887,2024-03-14,227.2941
102887,2024-03-15,227.3022
102887,2024-03-18,229.9535
102887,2024-03-19,227.704
102887,2024-03-20,228.3157
102887,2024-03-21,227.8201
102887,2024-03-22,230.7007
102887,2024-03-25,229.5855
102887,2024-03-26,233.6381
102887,2024-03-27,233.0533
102887,2024-03-28,230.691
102887,2024-03-29,228.4299
102887,2024-04-01,227.1365
102887,2024-04-02,228.1222
102887,2024-04-03,226.859
102887,2024-04-04,225.1246
102887,2024-04-05,227.288
102887,2024-04-08,220.1804
102887,2024-04-09,219.359
102887,2024-04-10,216.5577
102887,2024-04-11,214.798
102887,2024-04-12,215.4545
102887,2024-04-15,215.1373
102887,2024-04-16,214.6251
102887,2024-04-17,217.3431
102887,2024-04-18,217.4427
102887,2024-04-19,221.5689
102887,2024-04-22,223.298
102887,2024-04-23,221.2645
102887,2024-04-24,225.7545
102887,2024-04-25,226.5229
102887,2024-04-26,230.9744
102887,2024-04-29,230.4929
102887,2024-04-30,231.2638
102887,2024-05-01,232.4116
102887,2024-05-02,232.1562
102887,2024-05-03,235.2916
102887,2024-05-06,240.0625
102887,2024-05-07,234.7167
102887,2024-05-08,236.7931
102887,2024-05-09,234.8076
102887,2024-05-10,228.887
102887,2024-05-13,230.2199
102887,2024-05-14,231.5658
102887,2024-05-15,233.2974
102887,2024-05-16,234.3109
102887,2024-05-17,236.5273
102887,2024-05-20,235.234
102887,2024-05-21,235.9996
102887,2024-05-22,237.8077
102887,2024-05-23,241.2163
102887,2024-05-24,241.4666
102887,2024-05-27,241.0903
102887,2024-05-28,241.0996
102887,2024-05-29,238.3583
102887,2024-05-30,240.3575
102887,2024-05-31,236.9938
102887,2024-06-03,238.0712
102887,2024-06-04,238.4161
102887,2024-06-05,234.8579
102887,2024-06-06,231.4857
102887,2024-06-07,229.6391
102887,2024-06-10,228.9807
102887,2024-06-11,232.5615
102887,2024-06-12,232.4404
102887,2024-06-13,233.8634
102887,2024-06-14,237.0091
102887,2024-06-17,239.7293
102887,2024-06-18,239.855
102887,2024-06-19,238.2972
102887,2024-06-20,239.641
102887,2024-06-21,238.1325
102887,2024-06-24,242.6728
102887,2024-06-25,244.9504
102887,2024-06-26,245.6123
102887,2024-06-27,247.0318
102887,2024-06-28,247.6234
102887,2024-07-01,246.8527
102887,2024-07-02,248.2441
102887,2024-07-03,247.7846
102887,2024-07-04,252.8193
102887,2024-07-05,251.2098
102887,2024-07-08,252.6517
102887,2024-07-09,250.8156
102887,2024-07-10,248.9666
102887,2024-07-11,244.6704
102887,2024-07-12,245.8335
102887,2024-07-15,244.6633
102887,2024-07-16,247.4969
102887,2024-07-17,248.678
102887,2024-07-18,249.198
102887,2024-07-19,245.8267
102887,2024-07-22,247.4274
102887,2024-07-23,245.928
102887,2024-07-24,242.5462
102887,2024-07-25,243.746
102887,2024-07-26,240.8175
102887,2024-07-29,235.9354
102887,2024-07-30,239.1826
102887,2024-07-31,237.9762
102887,2024-08-01,233.9678
102887,2024-08-02,231.8467
102887,2024-08-05,230.3049
102887,2024-08-06,233.1151
102887,2024-08-07,229.3769
102887,2024-08-08,226.437
102887,2024-08-09,228.8218
102887,2024-08-12,227.9225
102887,2024-08-13,228.5828
102887,2024-08-14,227.59
102887,2024-08-15,232.4108
102887,2024-08-16,229.5458
102887,2024-08-19,230.3365
102887,2024-08-20,233.9916
102887,2024-08-21,233.2477
102887,2024-08-22,231.6201
102887,2024-08-23,233.5569
102887,2024-08-26,236.073
102887,2024-08-27,234.3168
102887,2024-08-28,237.9372
102887,2024-08-29,238.2018
102887,2024-08-30,239.5689
102887,2024-09-02,243.3345
102887,2024-09-03,245.3733
102887,2024-09-04,245.5188
102887,2024-09-05,244.0077
102887,2024-09-06,250.9099
102887,2024-09-09,249.0707
102887,2024-09-10,250.0194
102887,2024-09-11,251.4575
102887,2024-09-12,253.0245
102887,2024-09-13,258.664
102887,2024-09-16,258.9421
102887,2024-09-17,258.8482
102887,2024-09-18,263.0864
102887,2024-09-19,262.8827
102887,2024-09-20,265.3721
102887,2024-09-23,266.0508
102887,2024-09-24,268.6918
102887,2024-09-25,270.8248
102887,2024-09-26,269.8873
102887,2024-09-27,265.0753
102887,2024-09-30,260.7958
102887,2024-10-01,256.1552
102887,2024-10-02,256.0723
102887,2024-10-03,250.2205
102887,2024-10-04,249.9661
102887,2024-10-07,250.4524
102887,2024-10-08,252.7735
102887,2024-10-09,254.2131
102887,2024-10-10,256.6872
102887,2024-10-11,257.9138
102887,2024-10-14,257.2271
102887,2024-10-15,257.1055
102887,2024-10-16,255.0598
102887,2024-10-17,255.7991
102887,2024-10-18,251.897
102887,2024-10-21,254.7697
102887,2024-10-22,252.4754
102887,2024-10-23,253.0177
102887,2024-10-24,253.99
102887,2024-10-25,257.1371
102887,2024-10-28,252.9673
102887,2024-10-29,252.289
102887,2024-10-30,253.8421
102887,2024-10-31,258.516
102887,2024-11-01,258.5688
102887,2024-11-04,257.1775
102887,2024-11-05,262.642
102887,2024-11-06,264.9328
102887,2024-11-07,268.7862
102887,2024-11-08,265.6874
102887,2024-11-11,267.2456
102887,2024-11-12,264.5009
102887,2024-11-13,261.1999
102887,2024-11-14,262.8928
102887,2024-11-15,264.7832
102887,2024-11-18,263.6569
102887,2024-11-19,267.6492
102887,2024-11-20,266.8144
102887,2024-11-21,266.2477
102887,2024-11-22,266.3095
102887,2024-11-25,265.8164
102887,2024-11-26,269.4209
102887,2024-11-27,266.7656
102887,2024-11-28,264.9027
102887,2024-11-29,261.8966
102887,2024-12-02,267.0749
102887,2024-12-03,266.3612
102887,2024-12-04,264.4634
102887,2024-12-05,263.8556
102887,2024-12-06,266.2818
102887,2024-12-09,268.2288
102887,2024-12-10,266.8371
102887,2024-12-11,265.9228
102887,2024-12-12,262.2063
102887,2024-12-13,262.7295
102887,2024-12-16,266.3057
102887,2024-12-17,264.9064
102887,2024-12-18,266.7682
102887,2024-12-19,265.3655
102887,2024-12-20,262.6074
102887,2024-12-23,264.5716
102887,2024-12-24,271.0679
102887,2024-12-25,272.719
102887,2024-12-26,271.7454
102887,2024-12-27,270.9515
102887,2024-12-30,276.3803
102887,2024-12-31,277.4018
102887,2025-01-01,275.4325
102887,2025-01-02,275.4237
102887,2025-01-03,276.1859
102887,2025-01-06,277.6604
102887,2025-01-07,282.0922
102887,2025-01-08,285.9134
102887,2025-01-09,286.6558
102887,2025-01-10,286.7066
102887,2025-01-13,288.0245
102887,2025-01-14,286.4347
102887,2025-01-15,289.4502
102887,2025-01-16,289.0292
102887,2025-01-17,290.6358
102887,2025-01-20,295.8741
102887,2025-01-21,297.7044
102887,2025-01-22,298.5751
102887,2025-01-23,297.199
102887,2025-01-24,297.1421
102887,2025-01-27,293.934
102887,2025-01-28,295.6939
102887,2025-01-29,289.573
102887,2025-01-30,292.5874
102887,2025-01-31,294.9286
102887,2025-02-03,295.3964
102887,2025-02-04,293.9886
102887,2025-02-05,294.1155
102887,2025-02-06,289.0753
102887,2025-02-07,291.6591
102887,2025-02-10,291.3512
102887,2025-02-11,296.0111
102887,2025-02-12,297.3598
102887,2025-02-13,298.2317
102887,2025-02-14,299.6177
102887,2025-02-17,296.8629
102887,2025-02-18,295.6925
102887,2025-02-19,296.2653
102887,2025-02-20,295.539
102887,2025-02-21,294.0017
102887,2025-02-24,293.3406
102887,2025-02-25,293.6458
102887,2025-02-26,300.7683
102887,2025-02-27,299.962
102887,2025-02-28,298.0983
102887,2025-03-03,297.817
102887,2025-03-04,302.5387
102887,2025-03-05,307.5567
102887,2025-03-06,313.8452
102887,2025-03-07,314.2251
102887,2025-03-10,316.452
102887,2025-03-11,313.307
102887,2025-03-12,312.3788
102887,2025-03-13,309.0715
102887,2025-03-14,310.7342
102887,2025-03-17,311.0396
102887,2025-03-18,311.9352
102887,2025-03-19,309.4701
102887,2025-03-20,312.3208
102887,2025-03-21,305.0164
102887,2025-03-24,304.4238
102887,2025-03-25,304.2778
102887,2025-03-26,298.3181
102887,2025-03-27,299.6537
102887,2025-03-28,299.3089
102887,2025-03-31,301.1857
102887,2025-04-01,307.5011
102887,2025-04-02,308.6925
102887,2025-04-03,311.9193
102887,2025-04-04,316.4795
102887,2025-04-07,318.2422
102887,2025-04-08,315.6648
102887,2025-04-09,310.6742
102887,2025-04-10,312.0344
102887,2025-04-11,310.9631
102887,2025-04-14,315.1999
102887,2025-04-15,313.8809
102887,2025-04-16,314.0225
102887,2025-04-17,310.5603
102887,2025-04-18,309.6702
102887,2025-04-21,306.924
102887,2025-04-22,304.4823
102887,2025-04-23,304.5014
102887,2025-04-24,302.8246
102887,2025-04-25,311.142
102887,2025-04-28,313.9612
102887,2025-04-29,317.6013
102887,2025-04-30,317.4355
102887,2025-05-01,317.9632
102887,2025-05-02,316.7779
102887,2025-05-05,325.4626
102887,2025-05-06,325.2992
102887,2025-05-07,323.5182
102887,2025-05-08,321.2601
102887,2025-05-09,322.5397
102887,2025-05-12,327.3874
102887,2025-05-13,331.1909
102887,2025-05-14,328.8715
102887,2025-05-15,326.4873
102887,2025-05-16,330.8111
102887,2025-05-19,338.0936
102887,2025-05-20,337.8008
102887,2025-05-21,342.1377
102887,2025-05-22,337.3199
102887,2025-05-23,334.6634
102887,2025-05-26,331.4724
102887,2025-05-27,333.0506
102887,2025-05-28,332.6483
102887,2025-05-29,333.6461
102887,2025-05-30,337.9722
102887,2025-06-02,335.9544
102887,2025-06-03,336.4731
102887,2025-06-04,332.1638
102887,2025-06-05,336.2831
102887,2025-06-06,340.2224
102887,2025-06-09,341.6689
102887,2025-06-10,342.2859
102887,2025-06-11,340.7366
102887,2025-06-12,336.1775
102887,2025-06-13,337.4151
102887,2025-06-16,340.1991
102887,2025-06-17,347.401
102887,2025-06-18,346.2317
102887,2025-06-19,347.3826
102887,2025-06-20,351.5156
102887,2025-06-23,355.8058
102887,2025-06-24,353.791
102887,2025-06-25,353.007
102887,2025-06-26,351.3526
102887,2025-06-27,348.3806
102887,2025-06-30,353.7972
102887,2025-07-01,354.2317
102887,2025-07-02,354.1775
102887,2025-07-03,355.2743
102887,2025-07-04,355.6785
102887,2025-07-07,355.0985
102887,2025-07-08,352.5931
102887,2025-07-09,358.4132
102887,2025-07-10,356.5712
102887,2025-07-11,353.453
102887,2025-07-14,353.3764
102887,2025-07-15,361.36
102887,2025-07-16,358.5934
102887,2025-07-17,361.3824
102887,2025-07-18,360.7009
102887,2025-07-21,361.8073
102887,2025-07-22,365.4034
102887,2025-07-23,359.3383
102887,2025-07-24,356.3186
102887,2025-07-25,359.8086
102887,2025-07-28,360.3767
102887,2025-07-29,361.3621
102887,2025-07-30,364.1791
102887,2025-07-31,361.1433
102887,2025-08-01,365.2215
102887,2025-08-04,368.471
102887,2025-08-05,369.577
102887,2025-08-06,371.546
102887,2025-08-07,376.1582
102887,2025-08-08,374.1362
102887,2025-08-11,376.8627
102887,2025-08-12,383.7754
102887,2025-08-13,386.4914
102887,2025-08-14,385.8557
102887,2025-08-15,395.2127
102887,2025-08-18,396.369
102887,2025-08-19,402.2353
102887,2025-08-20,400.7685
102887,2025-08-21,405.3462
102887,2025-08-22,403.36
102887,2025-08-25,404.9178
102887,2025-08-26,402.6887
102887,2025-08-27,410.7238
102887,2025-08-28,410.0534
102887,2025-08-29,405.7413
102887,2025-09-01,406.3723
102887,2025-09-02,408.8214
102887,2025-09-03,408.9552
102887,2025-09-04,405.858
102887,2025-09-05,410.3677
102887,2025-09-08,415.8565
102887,2025-09-09,409.2498
102887,2025-09-10,405.8896
102887,2025-09-11,405.4792
102887,2025-09-12,403.5553
102887,2025-09-15,405.9419
102887,2025-09-16,413.7845
102887,2025-09-17,412.4444
102887,2025-09-18,419.3008
102887,2025-09-19,413.3871
102887,2025-09-22,415.5379
102887,2025-09-23,413.3005
102887,2025-09-24,415.5412
102887,2025-09-25,408.4911
102887,2025-09-26,403.4731
102887,2025-09-29,405.652
102887,2025-09-30,403.3244
102887,2025-10-01,402.2523
102887,2025-10-02,410.0105
102887,2025-10-03,410.8239
102887,2025-10-06,414.8207
102887,2025-10-07,411.9034
102887,2025-10-08,406.6147
102887,2025-10-09,406.5259
102887,2025-10-10,400.7029
102887,2025-10-13,398.1283
102887,2025-10-14,399.3211
102887,2025-10-15,399.1111
102887,2025-10-16,400.6975
102887,2025-10-17,403.3693
102887,2025-10-20,398.7745
102887,2025-10-21,395.2417
102887,2025-10-22,386.8878
102887,2025-10-23,385.6751
102887,2025-10-24,388.7811
102887,2025-10-27,394.9038
102887,2025-10-28,395.8983
102887,2025-10-29,401.655
102887,2025-10-30,403.4519
102887,2025-10-31,404.1296
102887,2025-11-03,401.8864
102887,2025-11-04,392.5738
102887,2025-11-05,397.6803
102887,2025-11-06,397.7037
102887,2025-11-07,403.5479
102887,2025-11-10,399.9418
102887,2025-11-11,410.0973
102887,2025-11-12,409.3138
102887,2025-11-13,406.7102
102887,2025-11-14,406.0734
102887,2025-11-17,407.0138
102887,2025-11-18,406.9693
102887,2025-11-19,405.1021
102887,2025-11-20,398.0419
102887,2025-11-21,395.0632
102887,2025-11-24,399.6024
102887,2025-11-25,396.3108
102887,2025-11-26,389.7434
102887,2025-11-27,385.8488
102887,2025-11-28,385.7337
102887,2025-12-01,383.0212
102887,2025-12-02,382.1698
102887,2025-12-03,379.3323
102887,2025-12-04,383.4407
102887,2025-12-05,385.5719
102887,2025-12-08,394.5231
102887,2025-12-09,393.2422
102887,2025-12-10,392.3481
102887,2025-12-11,397.2927
102887,2025-12-12,399.099
102887,2025-12-15,395.5651
102887,2025-12-16,398.0266
102887,2025-12-17,399.8585
102887,2025-12-18,392.9279
102887,2025-12-19,390.5894
102887,2025-12-22,391.5723
102887,2025-12-23,397.5587
102887,2025-12-24,400.6038
102887,2025-12-25,398.57
102887,2025-12-26,395.9708
102887,2025-12-29,399.4051
102887,2025-12-30,389.9881
102887,2025-12-31,387.057
102887,2026-01-01,392.8279
102887,2026-01-02,394.2394
102887,2026-01-05,391.4693
102887,2026-01-06,386.9852
102887,2026-01-07,390.5068
102887,2026-01-08,391.0459
102887,2026-01-09,390.4172
102887,2026-01-12,392.1249
102887,2026-01-13,393.0098
102887,2026-01-14,393.5924
102887,2026-01-15,388.6055
102887,2026-01-16,384.8349
102887,2026-01-19,387.9792
102887,2026-01-20,390.4042
102887,2026-01-21,392.144
102887,2026-01-22,390.0648
102887,2026-01-23,393.3188
102887,2026-01-26,392.0852
102887,2026-01-27,397.499
102887,2026-01-28,394.7531
102887,2026-01-29,392.9024
102887,2026-01-30,392.5367
102887,2026-02-02,396.1391
102887,2026-02-03,396.2348
102887,2026-02-04,396.6214
102887,2026-02-05,395.2943
102887,2026-02-06,396.5998
102887,2026-02-09,396.5532
102887,2026-02-10,393.665
102887,2026-02-11,394.4051
102887,2026-02-12,395.2402
102887,2026-02-13,404.9537
102887,2026-02-16,402.7071
102887,2026-02-17,399.5523
102887,2026-02-18,400.9161
102887,2026-02-19,397.1606
102887,2026-02-20,393.1222
102887,2026-02-23,387.7005
102887,2026-02-24,384.9146
102887,2026-02-25,382.2438
102887,2026-02-26,377.5563
102887,2026-02-27,376.8293
102887,2026-03-02,368.1685
102887,2026-03-03,370.2182
102887,2026-03-04,368.3655
102887,2026-03-05,367.0657
102887,2026-03-06,369.4632
102887,2026-03-09,371.0709
102887,2026-03-10,368.9421
102887,2026-03-11,370.8466
102887,2026-03-12,376.9057
102887,2026-03-13,373.3023
102887,2026-03-16,376.3731
102887,2026-03-17,372.3958
102887,2026-03-18,377.0582
102887,2026-03-19,374.5852
102887,2026-03-20,371.9852
102887,2026-03-23,376.543
102887,2026-03-24,379.5173
102887,2026-03-25,377.153
102887,2026-03-26,377.8623
102887,2026-03-27,375.3915
102887,2026-03-30,369.6333
102887,2026-03-31,370.5597
102887,2026-04-01,369.4507
102887,2026-04-02,366.1633
102887,2026-04-03,371.2312
102887,2026-04-06,368.0534
102887,2026-04-07,368.8073
102887,2026-04-08,373.0655
102887,2026-04-09,372.3255
102887,2026-04-10,369.8006
102887,2026-04-13,371.1329
102887,2026-04-14,373.0634
102887,2026-04-15,376.5981
102887,2026-04-16,383.9967
102887,2026-04-17,382.4585
102887,2026-04-20,383.4424
102887,2026-04-21,378.7937
102887,2026-04-22,381.5735
102887,2026-04-23,382.5083
102887,2026-04-24,382.0474
102887,2026-04-27,379.9009
102887,2026-04-28,378.7945
102887,2026-04-29,379.9239
102887,2026-04-30,376.4662
102887,2026-05-01,375.5261
102887,2026-05-04,375.8129
102887,2026-05-05,370.2464
102887,2026-05-06,366.5621
102887,2026-05-07,364.3485
102887,2026-05-08,370.3737
102887,2026-05-11,367.5042
102887,2026-05-12,367.5163
102887,2026-05-13,363.8985
102887,2026-05-14,361.2769
102887,2026-05-15,356.2797
102887,2026-05-18,358.9084
102887,2026-05-19,354.3561
102887,2026-05-20,357.8233
102887,2026-05-21,359.7288
102887,2026-05-22,359.6696
102887,2026-05-25,363.3097
102887,2026-05-26,375.0758
102887,2026-05-27,377.1098
102887,2026-05-28,373.0985
102887,2026-05-29,378.9657
118632,2022-01-03,42.8339
118632,2022-01-04,42.8033
118632,2022-01-05,43.0564
118632,2022-01-06,43.2088
118632,2022-01-07,42.9585
118632,2022-01-10,43.2317
118632,2022-01-11,42.9173
118632,2022-01-12,42.931
118632,2022-01-13,43.2007
118632,2022-01-14,43.3999
118632,2022-01-17,43.1645
118632,2022-01-18,43.6453
118632,2022-01-19,43.7012
