investor_id,first_sip_date,last_sip_date,total_sip_transactions,total_sip_amount_inr,max_sip_gap_days,average_sip_gap_days,continuity_status,state,city,city_tier,age_group,gender,annual_income_lakh,kyc_status
INV001054,2024-05-19,2024-11-18,2,45726,183.0,183.0,At Risk,Delhi,New Delhi,T30,36-45,Female,35.5,Verified
INV001055,2024-01-14,2025-04-24,6,77109,177.0,93.2,At Risk,Haryana,Gurugram,T30,26-35,Female,17.6,Verified
INV001056,2025-05-17,2025-05-17,1,48527,0.0,0.0,Continuous,Punjab,Chandigarh,T30,56+,Female,75.1,Verified
INV001057,2024-04-28,2024-12-12,2,4987,228.0,228.0,At Risk,Rajasthan,Jaipur,T30,46-55,Male,68.0,Verified
INV001058,2024-10-04,2025-04-06,4,26912,109.0,61.33,At Risk,Uttar Pradesh,Kanpur,B30,36-45,Male,28.2,Verified
INV001059,2024-01-27,2025-03-16,3,39319,333.0,207.0,At Risk,Karnataka,Mysore,B30,26-35,Male,24.2,Verified
INV001060,2024-01-19,2025-03-21,9,113690,89.0,53.38,At Risk,Telangana,Hyderabad,T30,36-45,Male,29.0,Pending
INV001061,2024-02-19,2025-04-03,9,99794,141.0,51.12,At Risk,Punjab,Amritsar,B30,18-25,Male,7.4,Verified
INV001062,2024-04-23,2024-11-12,3,14928,201.0,101.5,At Risk,Karnataka,Bangalore,T30,26-35,Male,21.1,Verified
INV001063,2024-02-17,2024-12-16,8,30795,120.0,43.29,At Risk,Haryana,Faridabad,B30,26-35,Male,24.1,Verified
INV001064,2024-01-09,2025-04-29,9,151648,160.0,59.5,At Risk,West Bengal,Kolkata,T30,46-55,Male,67.9,Verified
INV001065,2024-02-26,2025-02-08,4,28821,253.0,116.0,At Risk,Haryana,Gurugram,T30,56+,Female,37.2,Verified
INV001066,2024-04-28,2024-05-30,2,6035,32.0,32.0,Continuous,Haryana,Gurugram,T30,26-35,Male,23.2,Verified
INV001067,2024-03-29,2025-04-08,3,6910,246.0,187.5,At Risk,Haryana,Gurugram,T30,26-35,Male,16.6,Verified
INV001068,2024-07-25,2025-05-29,4,81861,261.0,102.67,At Risk,West Bengal,Kolkata,T30,26-35,Male,6.1,Verified
INV001069,2024-06-02,2025-03-18,8,96230,98.0,41.29,At Risk,Telangana,Hyderabad,T30,26-35,Male,19.1,Verified
INV001070,2024-01-05,2025-05-04,6,103923,329.0,97.0,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Verified
INV001071,2025-03-31,2025-04-23,2,20819,23.0,23.0,Continuous,Maharashtra,Nashik,B30,36-45,Male,56.7,Verified
INV001072,2025-01-12,2025-05-20,2,16885,128.0,128.0,At Risk,Rajasthan,Udaipur,B30,26-35,Female,7.3,Pending
INV001073,2024-03-10,2024-03-24,3,3553,14.0,7.0,Continuous,West Bengal,Kolkata,T30,36-45,Female,25.1,Verified
INV001074,2024-07-16,2025-04-17,5,39305,119.0,68.75,At Risk,Gujarat,Ahmedabad,T30,56+,Female,57.4,Verified
INV001075,2024-05-15,2025-03-17,5,73378,105.0,76.5,At Risk,Punjab,Chandigarh,T30,26-35,Female,24.5,Verified
INV001076,2024-07-04,2025-04-28,2,64919,298.0,298.0,At Risk,Delhi,Noida,T30,26-35,Female,6.2,Verified
INV001077,2024-03-24,2024-11-04,3,46016,191.0,112.5,At Risk,Uttar Pradesh,Lucknow,T30,26-35,Male,6.4,Verified
INV001079,2024-02-23,2025-05-14,5,151480,308.0,111.5,At Risk,West Bengal,Kolkata,T30,26-35,Male,10.1,Verified
INV001080,2024-09-23,2025-01-12,4,16809,54.0,37.0,At Risk,Tamil Nadu,Chennai,T30,18-25,Female,7.3,Verified
INV001081,2024-01-30,2025-02-28,2,32182,395.0,395.0,At Risk,Gujarat,Ahmedabad,T30,18-25,Male,7.6,Verified
INV001082,2024-02-17,2025-01-23,4,55784,209.0,113.67,At Risk,Uttar Pradesh,Lucknow,T30,46-55,Female,64.2,Verified
INV001083,2024-10-08,2025-05-06,4,60897,117.0,70.0,At Risk,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Verified
INV001084,2025-05-08,2025-05-08,1,404,0.0,0.0,Continuous,West Bengal,Kolkata,T30,36-45,Female,40.7,Verified
INV001085,2024-02-18,2024-07-22,2,27438,155.0,155.0,At Risk,Uttar Pradesh,Lucknow,T30,36-45,Female,21.8,Verified
INV001086,2024-06-27,2024-10-17,2,16288,112.0,112.0,At Risk,Tamil Nadu,Coimbatore,B30,56+,Male,26.6,Verified
INV001087,2024-02-04,2025-02-19,5,43225,175.0,95.25,At Risk,Rajasthan,Udaipur,B30,26-35,Female,20.6,Pending
INV001088,2024-02-17,2024-09-21,4,46161,163.0,72.33,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Male,15.3,Verified
INV001089,2024-12-21,2024-12-21,1,7618,0.0,0.0,Continuous,Haryana,Gurugram,T30,18-25,Male,6.6,Verified
INV001090,2024-06-17,2024-06-17,1,26171,0.0,0.0,Continuous,Karnataka,Bangalore,T30,46-55,Male,45.9,Verified
INV001091,2024-07-08,2025-05-09,4,16792,138.0,101.67,At Risk,Telangana,Hyderabad,T30,18-25,Male,7.5,Verified
INV001092,2024-02-04,2025-05-13,7,75632,186.0,77.33,At Risk,Haryana,Gurugram,T30,26-35,Male,14.9,Verified
INV001093,2024-11-25,2025-05-01,4,17410,134.0,52.33,At Risk,West Bengal,Kolkata,T30,46-55,Female,65.2,Verified
INV001094,2025-01-01,2025-05-26,2,7065,145.0,145.0,At Risk,Haryana,Gurugram,T30,26-35,Male,21.6,Verified
INV001095,2024-06-20,2025-02-19,2,942,244.0,244.0,At Risk,Maharashtra,Nashik,B30,18-25,Female,3.8,Verified
INV001096,2024-01-31,2024-10-30,5,40543,176.0,68.25,At Risk,Punjab,Chandigarh,T30,26-35,Male,24.5,Verified
INV001099,2024-07-28,2025-01-27,8,135739,63.0,26.14,At Risk,Haryana,Gurugram,T30,26-35,Female,18.9,Verified
INV001100,2024-07-11,2024-07-11,1,17779,0.0,0.0,Continuous,Rajasthan,Udaipur,B30,36-45,Male,43.0,Verified
INV001101,2024-01-31,2025-04-02,4,16609,189.0,142.33,At Risk,Madhya Pradesh,Bhopal,B30,18-25,Male,5.3,Verified
INV001102,2024-02-06,2025-01-03,7,87539,87.0,55.33,At Risk,West Bengal,Kolkata,T30,46-55,Male,22.2,Verified
INV001103,2024-05-26,2025-04-24,4,42719,142.0,111.0,At Risk,Karnataka,Mysore,B30,26-35,Female,6.4,Verified
INV001104,2025-02-09,2025-02-09,1,4047,0.0,0.0,Continuous,Haryana,Gurugram,T30,26-35,Male,14.9,Verified
INV001105,2025-02-19,2025-02-19,1,42337,0.0,0.0,Continuous,West Bengal,Kolkata,T30,18-25,Female,3.4,Verified
INV001106,2024-01-11,2025-04-30,3,12177,300.0,237.5,At Risk,Tamil Nadu,Chennai,T30,26-35,Male,13.1,Verified
INV001107,2024-07-13,2024-10-13,3,21564,72.0,46.0,At Risk,Gujarat,Ahmedabad,T30,26-35,Male,19.5,Verified
INV001108,2024-04-15,2025-01-28,3,35410,199.0,144.0,At Risk,Karnataka,Bangalore,T30,26-35,Male,23.1,Verified
INV001109,2024-01-08,2024-06-30,3,18280,118.0,87.0,At Risk,Delhi,Noida,T30,26-35,Male,18.4,Verified
INV001110,2024-06-20,2024-11-14,2,58878,147.0,147.0,At Risk,Punjab,Amritsar,B30,26-35,Male,21.9,Verified
INV001111,2024-10-14,2025-05-05,3,59208,201.0,101.5,At Risk,Delhi,Gurugram,T30,18-25,Male,7.8,Verified
INV001112,2024-07-22,2025-02-07,5,41142,66.0,50.0,At Risk,Delhi,Gurugram,T30,46-55,Male,82.5,Verified
INV001113,2024-09-23,2025-02-10,4,67937,73.0,46.67,At Risk,Rajasthan,Jaipur,T30,26-35,Female,11.7,Verified
INV001114,2024-02-07,2025-03-19,2,8323,406.0,406.0,At Risk,West Bengal,Kolkata,T30,26-35,Male,24.1,Verified
INV001115,2024-03-07,2025-04-18,6,51387,290.0,81.4,At Risk,Uttar Pradesh,Kanpur,B30,26-35,Male,20.7,Verified
INV001116,2024-02-17,2025-05-27,9,74728,194.0,58.12,At Risk,Haryana,Faridabad,B30,36-45,Male,17.8,Verified
INV001117,2024-02-23,2025-04-30,8,53882,137.0,61.71,At Risk,Punjab,Amritsar,B30,18-25,Male,3.9,Verified
INV001118,2024-01-22,2025-01-29,4,52437,204.0,124.33,At Risk,Haryana,Gurugram,T30,18-25,Male,6.7,Verified
INV001119,2024-06-07,2025-04-30,2,55205,327.0,327.0,At Risk,West Bengal,Kolkata,T30,46-55,Female,63.4,Verified
INV001120,2024-05-31,2024-08-11,2,3684,72.0,72.0,At Risk,Karnataka,Bangalore,T30,36-45,Male,37.9,Verified
INV001121,2024-06-03,2025-02-27,3,51383,197.0,134.5,At Risk,Rajasthan,Udaipur,B30,36-45,Male,52.0,Verified
INV001122,2024-01-08,2024-11-12,2,16548,309.0,309.0,At Risk,Maharashtra,Mumbai,T30,46-55,Female,18.3,Verified
INV001123,2024-03-24,2025-05-26,5,78970,203.0,107.0,At Risk,Uttar Pradesh,Lucknow,T30,26-35,Male,23.9,Verified
INV001124,2024-06-13,2024-12-08,3,64400,159.0,89.0,At Risk,Madhya Pradesh,Indore,T30,36-45,Male,39.0,Verified
INV001126,2024-07-15,2024-08-07,2,4020,23.0,23.0,Continuous,Rajasthan,Jaipur,T30,26-35,Female,22.6,Verified
INV001127,2024-02-06,2024-08-13,2,23649,189.0,189.0,At Risk,West Bengal,Kolkata,T30,26-35,Female,14.9,Verified
INV001128,2024-06-09,2024-10-31,3,59709,122.0,72.0,At Risk,West Bengal,Kolkata,T30,36-45,Female,43.2,Verified
INV001129,2025-03-31,2025-03-31,1,489,0.0,0.0,Continuous,Karnataka,Mysore,B30,18-25,Female,5.3,Verified
INV001130,2024-02-08,2025-05-14,7,139695,131.0,76.83,At Risk,Rajasthan,Jaipur,T30,18-25,Female,3.2,Verified
INV001131,2024-01-21,2025-05-05,4,7463,191.0,156.67,At Risk,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Verified
INV001132,2025-04-13,2025-04-13,1,6240,0.0,0.0,Continuous,Uttar Pradesh,Lucknow,T30,46-55,Female,62.1,Verified
INV001133,2024-05-23,2024-12-17,4,53241,112.0,69.33,At Risk,Madhya Pradesh,Bhopal,B30,26-35,Male,21.0,Pending
INV001134,2025-05-14,2025-05-14,1,1978,0.0,0.0,Continuous,Uttar Pradesh,Agra,B30,36-45,Female,46.6,Verified
INV001136,2024-09-28,2024-11-25,2,53276,58.0,58.0,At Risk,Gujarat,Ahmedabad,T30,26-35,Female,22.8,Verified
INV001137,2024-02-29,2025-02-05,7,35691,120.0,57.0,At Risk,West Bengal,Kolkata,T30,56+,Female,55.8,Verified
INV001138,2024-04-04,2025-05-13,4,19202,351.0,134.67,At Risk,Haryana,Faridabad,B30,46-55,Female,81.3,Verified
INV001139,2024-06-26,2025-05-17,2,1586,325.0,325.0,At Risk,Gujarat,Ahmedabad,T30,36-45,Male,43.6,Verified
INV001140,2024-04-29,2025-02-25,6,39628,125.0,60.4,At Risk,Uttar Pradesh,Lucknow,T30,36-45,Female,18.8,Verified
INV001141,2024-01-27,2025-05-29,6,34460,132.0,97.6,At Risk,West Bengal,Kolkata,T30,18-25,Female,3.0,Verified
INV001142,2024-04-27,2025-01-09,7,60116,106.0,42.83,At Risk,Uttar Pradesh,Lucknow,T30,26-35,Male,16.8,Verified
INV001143,2024-01-24,2024-07-12,3,66110,146.0,85.0,At Risk,Delhi,Noida,T30,26-35,Male,10.7,Verified
INV001144,2024-06-29,2025-03-07,3,54158,194.0,125.5,At Risk,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Verified
INV001145,2025-03-08,2025-04-23,3,51076,39.0,23.0,At Risk,Delhi,Gurugram,T30,18-25,Female,4.3,Verified
INV001146,2024-12-15,2024-12-15,1,16166,0.0,0.0,Continuous,West Bengal,Kolkata,T30,56+,Male,47.0,Verified
INV001148,2024-06-20,2024-12-07,3,50180,151.0,85.0,At Risk,Punjab,Chandigarh,T30,56+,Male,26.7,Verified
INV001149,2024-07-28,2025-05-17,3,11823,276.0,146.5,At Risk,Karnataka,Bangalore,T30,26-35,Female,8.8,Verified
INV001150,2024-02-12,2024-11-01,3,68453,228.0,131.5,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Female,19.5,Verified
INV001151,2024-02-10,2025-03-27,3,6205,302.0,205.5,At Risk,Uttar Pradesh,Agra,B30,26-35,Male,11.2,Verified
INV001152,2024-05-13,2025-01-01,4,18173,128.0,77.67,At Risk,Punjab,Amritsar,B30,56+,Male,61.7,Verified
INV001153,2024-02-14,2024-02-14,1,55472,0.0,0.0,Continuous,Uttar Pradesh,Agra,B30,26-35,Male,16.3,Verified
INV001154,2024-01-19,2025-05-30,4,74649,308.0,165.67,At Risk,Delhi,Noida,T30,36-45,Female,34.8,Verified
INV001155,2024-04-09,2024-10-05,3,21059,131.0,89.5,At Risk,Telangana,Hyderabad,T30,26-35,Female,16.7,Verified
INV001156,2024-01-02,2025-05-28,6,51977,175.0,102.4,At Risk,Madhya Pradesh,Indore,T30,56+,Female,58.8,Pending
INV001157,2024-04-07,2025-02-06,5,30816,98.0,76.25,At Risk,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Verified
INV001158,2024-02-26,2025-05-19,3,29456,256.0,224.0,At Risk,Karnataka,Mysore,B30,18-25,Male,6.4,Verified
INV001159,2024-04-18,2024-04-18,1,12867,0.0,0.0,Continuous,Gujarat,Ahmedabad,T30,46-55,Female,29.4,Verified
INV001160,2024-04-02,2025-05-10,8,45043,99.0,57.57,At Risk,Karnataka,Mysore,B30,36-45,Female,13.8,Verified
INV001161,2024-01-23,2025-03-01,6,146262,159.0,80.6,At Risk,Uttar Pradesh,Kanpur,B30,26-35,Male,13.4,Verified
INV001163,2024-01-30,2025-03-09,7,33877,255.0,67.33,At Risk,Karnataka,Mysore,B30,26-35,Male,10.2,Verified
INV001164,2024-08-20,2025-03-10,2,1361,202.0,202.0,At Risk,Punjab,Chandigarh,T30,36-45,Male,54.4,Pending
INV001165,2024-10-16,2025-05-26,5,86702,103.0,55.5,At Risk,Delhi,Noida,T30,46-55,Female,48.5,Verified
INV001166,2024-02-17,2025-04-24,5,54672,299.0,108.0,At Risk,Punjab,Chandigarh,T30,26-35,Male,21.4,Verified
INV001167,2024-01-03,2025-04-28,6,78024,207.0,96.2,At Risk,Punjab,Amritsar,B30,36-45,Male,26.7,Verified
INV001168,2024-02-09,2025-01-07,5,42348,161.0,83.25,At Risk,West Bengal,Kolkata,T30,46-55,Male,50.9,Verified
INV001169,2024-01-19,2025-04-15,3,63720,272.0,226.0,At Risk,Haryana,Gurugram,T30,36-45,Female,12.5,Verified
INV001170,2024-03-03,2025-02-07,6,70673,119.0,68.2,At Risk,Karnataka,Mysore,B30,36-45,Male,34.6,Verified
INV001171,2024-03-17,2024-12-18,4,11772,123.0,92.0,At Risk,Punjab,Chandigarh,T30,26-35,Female,22.7,Verified
INV001172,2025-01-18,2025-05-05,2,4661,107.0,107.0,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Female,7.1,Verified
INV001173,2024-05-28,2025-04-28,6,58382,146.0,67.0,At Risk,Punjab,Chandigarh,T30,26-35,Female,7.8,Verified
INV001174,2024-01-02,2025-03-19,3,16688,266.0,221.0,At Risk,Maharashtra,Nashik,B30,36-45,Male,12.7,Verified
INV001175,2024-01-20,2024-12-04,5,47429,116.0,79.75,At Risk,Punjab,Chandigarh,T30,36-45,Male,33.5,Verified
INV001176,2025-02-22,2025-05-14,2,60345,81.0,81.0,At Risk,Delhi,Noida,T30,18-25,Male,6.5,Verified
INV001177,2024-08-01,2024-08-01,1,2180,0.0,0.0,Continuous,Uttar Pradesh,Agra,B30,26-35,Female,12.5,Verified
INV001178,2024-01-31,2025-05-23,7,37864,140.0,79.67,At Risk,West Bengal,Kolkata,T30,26-35,Female,10.3,Verified
INV001179,2024-04-20,2024-04-20,1,6209,0.0,0.0,Continuous,Madhya Pradesh,Bhopal,B30,26-35,Male,18.7,Pending
INV001180,2024-03-30,2025-04-06,6,104216,198.0,74.4,At Risk,Telangana,Hyderabad,T30,26-35,Male,10.5,Verified
INV001181,2024-02-12,2025-05-29,8,91218,163.0,67.43,At Risk,West Bengal,Kolkata,T30,26-35,Male,21.0,Verified
INV001182,2024-04-03,2024-04-13,2,32602,10.0,10.0,Continuous,Punjab,Amritsar,B30,26-35,Male,9.1,Pending
INV001183,2024-03-27,2024-12-01,5,9202,145.0,62.25,At Risk,West Bengal,Kolkata,T30,46-55,Male,79.9,Verified
INV001184,2025-04-22,2025-04-22,1,1000,0.0,0.0,Continuous,Punjab,Amritsar,B30,26-35,Female,15.4,Verified
INV001185,2024-07-04,2025-05-19,5,64264,208.0,79.75,At Risk,Haryana,Faridabad,B30,26-35,Female,22.5,Pending
INV001186,2024-05-06,2025-03-14,5,19334,118.0,78.0,At Risk,Maharashtra,Pune,T30,26-35,Male,19.8,Verified
INV001187,2024-10-29,2024-10-29,1,4672,0.0,0.0,Continuous,West Bengal,Kolkata,T30,26-35,Female,24.3,Verified
INV001188,2024-01-27,2024-01-27,1,9885,0.0,0.0,Continuous,Delhi,New Delhi,T30,18-25,Male,7.9,Pending
INV001189,2024-01-19,2024-05-18,3,26779,71.0,60.0,At Risk,Maharashtra,Nashik,B30,56+,Male,70.1,Verified
INV001190,2024-01-04,2025-05-03,6,45744,198.0,97.0,At Risk,Maharashtra,Mumbai,T30,26-35,Male,15.6,Verified
INV001191,2024-01-26,2024-03-14,2,1629,48.0,48.0,At Risk,Telangana,Hyderabad,T30,56+,Male,37.5,Pending
INV001192,2024-09-19,2025-05-10,4,99220,143.0,77.67,At Risk,Telangana,Hyderabad,T30,26-35,Male,8.1,Verified
INV001193,2024-10-07,2025-03-19,4,27526,100.0,54.33,At Risk,Delhi,New Delhi,T30,46-55,Female,66.3,Verified
INV001194,2024-06-16,2024-12-02,3,23950,159.0,84.5,At Risk,Karnataka,Bangalore,T30,18-25,Male,7.7,Verified
INV001195,2024-03-16,2025-03-25,8,127687,167.0,53.43,At Risk,Gujarat,Surat,T30,26-35,Male,6.4,Verified
INV001196,2024-02-20,2025-05-26,6,61840,169.0,92.2,At Risk,Punjab,Chandigarh,T30,26-35,Male,21.4,Verified
INV001197,2024-05-29,2025-01-26,3,31450,186.0,121.0,At Risk,West Bengal,Kolkata,T30,36-45,Female,29.6,Verified
INV001198,2024-02-11,2025-05-14,5,59777,168.0,114.5,At Risk,Maharashtra,Mumbai,T30,26-35,Female,20.4,Pending
INV001199,2024-01-30,2024-06-21,2,27384,143.0,143.0,At Risk,Telangana,Hyderabad,T30,46-55,Male,94.6,Verified
INV001200,2024-05-09,2025-04-28,2,3813,354.0,354.0,At Risk,West Bengal,Kolkata,T30,46-55,Male,40.5,Verified
INV001201,2024-08-08,2024-08-08,1,558,0.0,0.0,Continuous,Haryana,Gurugram,T30,56+,Female,32.5,Verified
INV001202,2024-04-09,2025-05-20,8,54919,103.0,58.0,At Risk,Karnataka,Bangalore,T30,26-35,Male,11.3,Verified
INV001203,2024-07-03,2025-02-13,2,14436,225.0,225.0,At Risk,Uttar Pradesh,Lucknow,T30,18-25,Male,5.0,Verified
INV001204,2024-02-18,2024-12-31,3,12269,246.0,158.5,At Risk,Delhi,New Delhi,T30,36-45,Male,15.3,Verified
INV001205,2024-03-20,2024-03-20,1,51165,0.0,0.0,Continuous,Madhya Pradesh,Bhopal,B30,26-35,Male,24.1,Verified
INV001206,2024-04-05,2025-05-28,6,76395,190.0,83.6,At Risk,Delhi,Noida,T30,26-35,Male,11.7,Verified
INV001207,2024-02-08,2024-10-26,5,75270,166.0,65.25,At Risk,Karnataka,Bangalore,T30,18-25,Male,5.9,Verified
INV001208,2024-03-13,2025-01-18,7,68466,107.0,51.83,At Risk,Gujarat,Ahmedabad,T30,56+,Male,18.7,Verified
INV001209,2024-04-23,2024-07-22,3,18180,88.0,45.0,At Risk,West Bengal,Kolkata,T30,46-55,Female,45.8,Pending
INV001210,2024-03-04,2024-12-24,9,84090,93.0,36.88,At Risk,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Verified
INV001211,2025-04-20,2025-04-20,1,435,0.0,0.0,Continuous,Telangana,Hyderabad,T30,26-35,Male,20.2,Verified
INV001212,2024-04-26,2025-03-08,5,43589,130.0,79.0,At Risk,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Verified
INV001213,2024-04-22,2025-05-29,3,61623,250.0,201.0,At Risk,Punjab,Amritsar,B30,36-45,Male,57.7,Verified
INV001214,2025-04-22,2025-04-22,1,473,0.0,0.0,Continuous,Telangana,Hyderabad,T30,36-45,Male,19.8,Pending
INV001215,2024-02-04,2025-05-29,4,53237,332.0,160.0,At Risk,Haryana,Gurugram,T30,36-45,Female,39.3,Verified
INV001216,2024-05-02,2025-04-29,2,10679,362.0,362.0,At Risk,Delhi,New Delhi,T30,18-25,Male,3.4,Verified
INV001217,2024-02-29,2025-04-25,8,99061,205.0,60.14,At Risk,Rajasthan,Jaipur,T30,26-35,Male,21.5,Verified
INV001218,2024-04-09,2025-05-06,5,12857,247.0,98.0,At Risk,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,Verified
INV001219,2024-03-04,2025-02-23,8,90473,118.0,50.86,At Risk,West Bengal,Kolkata,T30,26-35,Male,18.4,Verified
INV001220,2024-01-08,2025-04-15,7,18410,104.0,77.17,At Risk,Punjab,Chandigarh,T30,36-45,Male,48.3,Verified
INV001221,2024-02-02,2025-04-29,5,42458,182.0,113.0,At Risk,Delhi,New Delhi,T30,26-35,Female,22.4,Verified
INV001222,2024-03-01,2025-02-07,5,68234,202.0,85.75,At Risk,Delhi,Noida,T30,26-35,Female,14.9,Verified
INV001223,2024-01-27,2025-03-27,7,81600,175.0,70.83,At Risk,Punjab,Amritsar,B30,56+,Male,46.0,Verified
INV001224,2024-11-23,2025-03-23,4,43338,113.0,40.0,At Risk,West Bengal,Kolkata,T30,18-25,Female,6.8,Verified
INV001225,2024-03-07,2025-01-29,3,61684,181.0,164.0,At Risk,Karnataka,Mysore,B30,26-35,Male,16.5,Verified
INV001226,2025-01-30,2025-01-30,1,2017,0.0,0.0,Continuous,West Bengal,Kolkata,T30,26-35,Female,20.4,Verified
INV001227,2024-08-30,2025-03-17,4,16469,138.0,66.33,At Risk,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,Verified
INV001228,2024-02-20,2025-03-08,5,113772,142.0,95.5,At Risk,Karnataka,Bangalore,T30,36-45,Female,29.8,Pending
INV001229,2024-04-19,2024-07-31,2,31781,103.0,103.0,At Risk,Madhya Pradesh,Indore,T30,36-45,Male,38.5,Verified
INV001230,2024-02-29,2024-07-11,4,73314,104.0,44.33,At Risk,Gujarat,Surat,T30,46-55,Male,96.9,Verified
INV001231,2024-12-13,2024-12-13,1,2826,0.0,0.0,Continuous,Telangana,Hyderabad,T30,26-35,Male,7.8,Verified
INV001232,2024-01-13,2025-03-27,4,62843,207.0,146.33,At Risk,Uttar Pradesh,Agra,B30,46-55,Female,29.8,Verified
INV001233,2024-05-28,2024-12-10,3,20309,189.0,98.0,At Risk,Telangana,Hyderabad,T30,26-35,Male,11.7,Verified
INV001234,2024-01-27,2025-03-26,8,91103,119.0,60.57,At Risk,Uttar Pradesh,Agra,B30,26-35,Male,24.4,Verified
INV001235,2024-02-03,2025-05-20,9,125966,161.0,59.0,At Risk,Haryana,Faridabad,B30,26-35,Male,19.3,Verified
INV001236,2024-02-02,2025-04-17,4,38257,178.0,146.67,At Risk,Telangana,Hyderabad,T30,46-55,Male,93.7,Verified
INV001237,2024-01-18,2025-05-22,6,66778,182.0,98.0,At Risk,West Bengal,Kolkata,T30,26-35,Male,19.1,Verified
INV001238,2024-03-27,2025-05-12,7,45560,220.0,68.5,At Risk,Haryana,Gurugram,T30,26-35,Male,17.9,Verified
INV001239,2025-03-21,2025-03-21,1,2731,0.0,0.0,Continuous,Madhya Pradesh,Bhopal,B30,36-45,Male,43.5,Pending
INV001240,2024-12-22,2024-12-22,1,481,0.0,0.0,Continuous,Madhya Pradesh,Indore,T30,18-25,Male,7.6,Verified
INV001241,2024-12-25,2025-04-28,4,68660,102.0,41.33,At Risk,Tamil Nadu,Chennai,T30,36-45,Female,18.3,Verified
INV001242,2024-01-19,2025-01-02,6,26658,128.0,69.8,At Risk,Tamil Nadu,Chennai,T30,36-45,Male,57.8,Verified
INV001243,2024-07-12,2024-07-12,1,25235,0.0,0.0,Continuous,Uttar Pradesh,Agra,B30,36-45,Male,14.1,Verified
INV001244,2024-09-06,2025-02-24,5,56569,77.0,42.75,At Risk,Uttar Pradesh,Agra,B30,26-35,Male,20.0,Pending
INV001245,2024-03-06,2024-03-06,1,16991,0.0,0.0,Continuous,Haryana,Faridabad,B30,46-55,Female,44.0,Pending
INV001246,2024-01-14,2024-07-16,2,54373,184.0,184.0,At Risk,Rajasthan,Jaipur,T30,46-55,Male,51.2,Verified
INV001247,2024-07-07,2025-03-08,5,42713,139.0,61.0,At Risk,West Bengal,Kolkata,T30,36-45,Male,48.1,Verified
INV001248,2024-08-07,2024-08-07,1,40902,0.0,0.0,Continuous,Karnataka,Bangalore,T30,56+,Male,76.3,Verified
INV001249,2024-05-27,2025-05-20,4,71971,189.0,119.33,At Risk,Maharashtra,Mumbai,T30,26-35,Female,16.4,Verified
INV001250,2024-03-30,2025-03-18,2,6064,353.0,353.0,At Risk,Rajasthan,Udaipur,B30,26-35,Male,25.0,Verified
INV001251,2024-02-11,2025-03-27,6,142919,223.0,82.0,At Risk,Punjab,Chandigarh,T30,26-35,Female,11.7,Pending
INV001254,2024-05-25,2024-09-26,2,5845,124.0,124.0,At Risk,Punjab,Chandigarh,T30,26-35,Male,20.5,Verified
INV001255,2024-04-27,2025-04-16,4,79571,304.0,118.0,At Risk,Punjab,Amritsar,B30,26-35,Male,14.3,Verified
INV001256,2024-03-11,2025-04-06,3,36794,308.0,195.5,At Risk,West Bengal,Kolkata,T30,18-25,Male,7.0,Verified
INV001257,2024-02-13,2025-04-21,5,46808,198.0,108.25,At Risk,Punjab,Chandigarh,T30,26-35,Female,6.3,Verified
INV001258,2024-07-31,2024-09-27,2,16526,58.0,58.0,At Risk,Karnataka,Mysore,B30,36-45,Male,42.4,Pending
INV001259,2024-01-30,2025-05-05,5,73477,298.0,115.25,At Risk,Telangana,Hyderabad,T30,26-35,Female,10.6,Verified
INV001260,2024-04-10,2025-04-03,5,44394,163.0,89.5,At Risk,Delhi,Gurugram,T30,26-35,Male,23.4,Verified
INV001261,2024-05-28,2025-01-27,5,41900,140.0,61.0,At Risk,Rajasthan,Jaipur,T30,46-55,Male,50.0,Verified
INV001262,2024-07-06,2025-04-01,7,135943,116.0,44.83,At Risk,Karnataka,Bangalore,T30,26-35,Male,14.0,Verified
INV001263,2024-07-02,2024-11-18,2,7729,139.0,139.0,At Risk,Rajasthan,Jaipur,T30,36-45,Male,54.6,Verified
INV001264,2024-02-06,2024-12-16,5,57735,179.0,78.5,At Risk,Madhya Pradesh,Indore,T30,26-35,Female,12.0,Verified
INV001265,2024-04-15,2025-02-28,5,39862,217.0,79.75,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Male,20.3,Verified
INV001266,2025-04-28,2025-04-28,1,1087,0.0,0.0,Continuous,Madhya Pradesh,Indore,T30,46-55,Male,74.2,Verified
INV001267,2024-06-30,2025-04-19,2,11428,293.0,293.0,At Risk,Uttar Pradesh,Kanpur,B30,46-55,Female,26.8,Verified
INV001269,2024-05-02,2025-05-27,5,41570,231.0,97.5,At Risk,Maharashtra,Mumbai,T30,26-35,Male,14.4,Pending
