investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000580,2024-04-14,102887,SIP,5935,Uttar Pradesh,Agra,B30,56+,Male,31.8,Cheque,Verified
INV000986,2024-04-14,148568,Redemption,275759,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Cheque,Verified
INV004252,2024-04-14,118632,SIP,4766,Haryana,Faridabad,B30,36-45,Male,58.7,Net Banking,Verified
INV000623,2024-04-14,149322,SIP,3551,Tamil Nadu,Chennai,T30,46-55,Male,48.9,Net Banking,Verified
INV004474,2024-04-14,102886,SIP,9917,West Bengal,Kolkata,T30,46-55,Male,16.5,Mandate,Pending
INV002269,2024-04-14,101208,SIP,4907,Punjab,Amritsar,B30,36-45,Female,49.0,Mandate,Verified
INV003696,2024-04-14,148569,SIP,8416,Tamil Nadu,Coimbatore,B30,18-25,Female,4.0,Net Banking,Verified
INV000448,2024-04-14,118636,Redemption,33885,West Bengal,Kolkata,T30,18-25,Male,3.4,Net Banking,Pending
INV003761,2024-04-14,120504,SIP,2067,Karnataka,Mysore,B30,46-55,Male,61.2,Mandate,Verified
INV002454,2024-04-14,118634,SIP,3041,Uttar Pradesh,Agra,B30,36-45,Male,37.5,Mandate,Verified
INV001071,2024-04-14,101208,Lumpsum,266849,Maharashtra,Nashik,B30,36-45,Male,56.7,Mandate,Verified
INV002413,2024-04-14,101206,Lumpsum,334663,Gujarat,Surat,T30,26-35,Male,14.4,Cheque,Verified
INV001798,2024-04-14,120506,SIP,26337,Tamil Nadu,Chennai,T30,36-45,Female,21.3,Mandate,Verified
INV003406,2024-04-14,102886,SIP,7888,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,UPI,Verified
INV000151,2024-04-14,120506,SIP,24995,Delhi,New Delhi,T30,18-25,Male,5.1,Net Banking,Verified
INV000840,2024-04-14,100033,SIP,8330,Punjab,Chandigarh,T30,26-35,Male,15.3,Cheque,Verified
INV004207,2024-04-14,120843,Redemption,301730,Gujarat,Ahmedabad,T30,56+,Female,53.3,UPI,Verified
INV003495,2024-04-14,120843,SIP,530,West Bengal,Kolkata,T30,26-35,Female,22.9,UPI,Verified
INV001821,2024-04-14,120842,SIP,599,Delhi,Gurugram,T30,26-35,Male,8.7,UPI,Verified
INV003295,2024-04-14,120503,Lumpsum,175441,Gujarat,Ahmedabad,T30,26-35,Male,20.8,Net Banking,Verified
INV000094,2024-04-14,118634,SIP,25596,West Bengal,Kolkata,T30,18-25,Male,3.7,Net Banking,Verified
INV000293,2024-04-14,100033,SIP,2806,Karnataka,Mysore,B30,26-35,Female,19.3,UPI,Verified
INV004602,2024-04-14,148569,SIP,27245,Delhi,Noida,T30,26-35,Female,9.4,Net Banking,Verified
INV004356,2024-04-14,102885,Redemption,48238,West Bengal,Kolkata,T30,36-45,Male,37.3,Cheque,Verified
INV000498,2024-04-14,119094,Lumpsum,334355,Telangana,Hyderabad,T30,26-35,Female,22.1,Mandate,Verified
INV003736,2024-04-14,102887,Lumpsum,450426,Karnataka,Mysore,B30,18-25,Male,4.9,UPI,Verified
INV004479,2024-04-14,149323,SIP,25920,Rajasthan,Jaipur,T30,36-45,Male,43.7,Net Banking,Verified
INV003065,2024-04-14,149324,SIP,21177,Uttar Pradesh,Kanpur,B30,46-55,Male,27.9,Cheque,Verified
INV001102,2024-04-14,119092,SIP,4349,West Bengal,Kolkata,T30,46-55,Male,22.2,Mandate,Verified
INV004547,2024-04-14,118632,Redemption,486612,Madhya Pradesh,Bhopal,B30,36-45,Female,42.8,Net Banking,Verified
INV001352,2024-04-14,102886,SIP,2013,Punjab,Chandigarh,T30,26-35,Female,8.3,Cheque,Verified
INV002800,2024-04-14,118632,Lumpsum,78091,West Bengal,Kolkata,T30,36-45,Male,51.9,UPI,Verified
INV000374,2024-04-14,120843,Lumpsum,432189,West Bengal,Kolkata,T30,18-25,Female,4.1,Mandate,Verified
INV004152,2024-04-14,118632,Redemption,185609,Rajasthan,Udaipur,B30,56+,Male,44.0,Mandate,Verified
INV003225,2024-04-14,120844,Lumpsum,44312,West Bengal,Kolkata,T30,26-35,Male,9.2,Net Banking,Verified
INV003870,2024-04-15,119092,Lumpsum,281555,West Bengal,Kolkata,T30,26-35,Male,15.0,Mandate,Verified
INV000591,2024-04-15,118633,SIP,2405,Karnataka,Bangalore,T30,18-25,Male,4.1,UPI,Verified
INV004410,2024-04-15,119093,SIP,4470,Tamil Nadu,Chennai,T30,36-45,Male,45.5,UPI,Verified
INV003204,2024-04-15,118633,SIP,1990,West Bengal,Kolkata,T30,18-25,Male,6.7,Net Banking,Pending
INV004678,2024-04-15,119093,Lumpsum,466768,West Bengal,Kolkata,T30,36-45,Female,15.3,Mandate,Verified
INV003376,2024-04-15,101206,Lumpsum,324993,Delhi,New Delhi,T30,36-45,Male,44.4,UPI,Verified
INV000305,2024-04-15,120507,Redemption,108985,Rajasthan,Udaipur,B30,36-45,Male,21.4,Mandate,Verified
INV002242,2024-04-15,100025,SIP,2866,Gujarat,Ahmedabad,T30,26-35,Male,22.2,Cheque,Verified
INV003376,2024-04-15,100016,Lumpsum,50456,Delhi,New Delhi,T30,36-45,Male,44.4,Cheque,Verified
INV004915,2024-04-15,118635,SIP,9695,Uttar Pradesh,Kanpur,B30,26-35,Male,9.6,UPI,Verified
INV001872,2024-04-15,120504,SIP,562,Madhya Pradesh,Indore,T30,26-35,Male,23.0,Mandate,Verified
INV003782,2024-04-15,125498,Redemption,261966,Tamil Nadu,Chennai,T30,36-45,Male,44.5,Cheque,Verified
INV001265,2024-04-15,101206,SIP,2458,Tamil Nadu,Coimbatore,B30,26-35,Male,20.3,Cheque,Verified
INV004711,2024-04-15,120507,SIP,5072,Rajasthan,Udaipur,B30,56+,Male,70.9,Mandate,Verified
INV004410,2024-04-15,120504,SIP,17075,Tamil Nadu,Chennai,T30,36-45,Male,45.5,Mandate,Verified
INV002061,2024-04-15,119092,Lumpsum,95881,West Bengal,Kolkata,T30,26-35,Male,14.2,Mandate,Verified
INV001337,2024-04-15,119599,SIP,10858,Tamil Nadu,Chennai,T30,26-35,Male,10.0,Mandate,Verified
INV001498,2024-04-15,149323,Redemption,165897,Gujarat,Ahmedabad,T30,36-45,Male,34.7,Net Banking,Verified
INV002698,2024-04-15,120507,Lumpsum,480619,Maharashtra,Pune,T30,26-35,Male,20.9,UPI,Verified
INV004246,2024-04-15,120504,SIP,3218,West Bengal,Kolkata,T30,36-45,Female,12.2,Mandate,Verified
INV003144,2024-04-15,102885,SIP,3209,Haryana,Gurugram,T30,36-45,Female,38.0,Net Banking,Verified
INV003782,2024-04-15,118636,SIP,16825,Tamil Nadu,Chennai,T30,36-45,Male,44.5,Cheque,Pending
INV002154,2024-04-15,100016,SIP,2234,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,Mandate,Verified
INV001791,2024-04-15,100016,SIP,4319,Delhi,New Delhi,T30,26-35,Male,13.3,Mandate,Verified
INV004268,2024-04-15,148569,Redemption,146197,Delhi,Gurugram,T30,26-35,Female,10.1,UPI,Verified
INV003363,2024-04-15,119120,SIP,1114,Haryana,Gurugram,T30,36-45,Male,46.5,UPI,Verified
INV000556,2024-04-15,120505,Lumpsum,403162,Rajasthan,Udaipur,B30,18-25,Male,7.2,UPI,Pending
INV002151,2024-04-15,120842,SIP,7907,Rajasthan,Jaipur,T30,26-35,Female,18.1,UPI,Verified
INV002740,2024-04-15,118633,Redemption,10271,Maharashtra,Mumbai,T30,26-35,Female,24.5,Mandate,Verified
INV002171,2024-04-15,120503,SIP,911,Telangana,Hyderabad,T30,56+,Male,21.8,Cheque,Verified
INV004282,2024-04-15,101206,SIP,2232,Punjab,Amritsar,B30,26-35,Male,20.8,Mandate,Verified
INV002605,2024-04-15,119092,SIP,10984,Delhi,New Delhi,T30,46-55,Male,87.0,UPI,Pending
INV000576,2024-04-15,125497,SIP,495,Delhi,New Delhi,T30,46-55,Male,79.7,UPI,Verified
INV004770,2024-04-15,102886,SIP,4262,Gujarat,Surat,T30,18-25,Female,5.2,Mandate,Verified
INV000971,2024-04-15,100025,Lumpsum,250646,Maharashtra,Mumbai,T30,36-45,Male,42.2,Mandate,Verified
INV001514,2024-04-15,102885,SIP,46565,Delhi,Gurugram,T30,46-55,Male,75.8,Mandate,Verified
INV000711,2024-04-15,102887,SIP,1104,Karnataka,Bangalore,T30,56+,Male,28.3,UPI,Verified
INV003063,2024-04-15,120506,Lumpsum,246426,Maharashtra,Mumbai,T30,36-45,Female,45.0,UPI,Verified
INV002439,2024-04-15,120843,Redemption,307088,Karnataka,Bangalore,T30,18-25,Male,3.8,UPI,Verified
INV004203,2024-04-15,101207,SIP,40013,Madhya Pradesh,Indore,T30,18-25,Male,7.9,Mandate,Pending
INV001108,2024-04-15,148569,SIP,2255,Karnataka,Bangalore,T30,26-35,Male,23.1,Net Banking,Verified
INV001718,2024-04-15,100033,SIP,23776,Gujarat,Ahmedabad,T30,26-35,Male,11.3,Net Banking,Verified
INV000150,2024-04-15,102887,Lumpsum,404969,Karnataka,Mysore,B30,18-25,Male,3.5,Cheque,Verified
INV001822,2024-04-15,100025,SIP,1143,Gujarat,Ahmedabad,T30,36-45,Male,59.6,UPI,Verified
INV000833,2024-04-15,120503,Lumpsum,463192,Maharashtra,Nashik,B30,18-25,Male,4.4,UPI,Verified
INV000521,2024-04-15,100016,Redemption,531396,West Bengal,Kolkata,T30,26-35,Male,9.7,UPI,Verified
INV002614,2024-04-15,120841,SIP,3285,Punjab,Chandigarh,T30,36-45,Male,13.2,UPI,Verified
INV001844,2024-04-15,125498,SIP,6135,West Bengal,Kolkata,T30,26-35,Female,18.8,Cheque,Verified
INV001401,2024-04-15,120506,SIP,2583,Tamil Nadu,Coimbatore,B30,26-35,Male,15.6,Cheque,Verified
INV000693,2024-04-15,120506,Lumpsum,414374,Haryana,Faridabad,B30,26-35,Male,11.0,Mandate,Verified
INV000865,2024-04-15,118634,SIP,25244,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Net Banking,Verified
INV004848,2024-04-15,119094,SIP,9640,Haryana,Gurugram,T30,26-35,Male,15.6,Net Banking,Verified
INV004776,2024-04-15,148567,SIP,6231,Punjab,Chandigarh,T30,36-45,Male,22.9,Mandate,Pending
INV001941,2024-04-15,120503,Lumpsum,177233,Uttar Pradesh,Lucknow,T30,56+,Male,32.7,Net Banking,Verified
INV003890,2024-04-15,149324,Lumpsum,426830,Madhya Pradesh,Bhopal,B30,26-35,Male,18.8,Mandate,Verified
INV004427,2024-04-15,100033,SIP,403,Punjab,Amritsar,B30,36-45,Female,54.2,Cheque,Verified
INV002886,2024-04-15,119094,SIP,16960,Tamil Nadu,Chennai,T30,18-25,Female,7.1,Net Banking,Verified
INV001402,2024-04-15,119552,SIP,4739,Tamil Nadu,Chennai,T30,26-35,Male,15.2,UPI,Verified
INV003216,2024-04-15,119095,SIP,42589,Delhi,New Delhi,T30,36-45,Male,12.6,Cheque,Verified
INV000551,2024-04-15,148568,SIP,1610,Maharashtra,Nashik,B30,26-35,Female,13.2,Net Banking,Verified
INV001537,2024-04-15,120504,Lumpsum,269875,Madhya Pradesh,Indore,T30,46-55,Male,74.7,Net Banking,Verified
INV003938,2024-04-15,120842,SIP,1698,Delhi,Gurugram,T30,36-45,Female,15.3,Mandate,Verified
INV000182,2024-04-15,118634,SIP,2101,Tamil Nadu,Chennai,T30,36-45,Male,38.1,UPI,Verified
INV002698,2024-04-15,119551,SIP,437,Maharashtra,Pune,T30,26-35,Male,20.9,UPI,Verified
INV003196,2024-04-15,119092,SIP,522,West Bengal,Kolkata,T30,26-35,Female,20.1,UPI,Pending
INV004809,2024-04-15,119599,Redemption,222029,Gujarat,Surat,T30,26-35,Female,15.0,Cheque,Verified
INV004539,2024-04-15,120505,Lumpsum,309921,Haryana,Faridabad,B30,26-35,Male,18.0,Net Banking,Verified
INV001742,2024-04-15,120503,SIP,52321,Haryana,Gurugram,T30,18-25,Male,3.5,Net Banking,Verified
INV000408,2024-04-15,120503,SIP,533,Punjab,Amritsar,B30,56+,Male,62.3,Net Banking,Verified
INV003635,2024-04-15,119092,SIP,11049,West Bengal,Kolkata,T30,56+,Female,55.1,Mandate,Verified
INV002232,2024-04-15,100033,Lumpsum,217895,Karnataka,Bangalore,T30,26-35,Female,16.9,Cheque,Verified
INV004448,2024-04-15,120843,Redemption,76265,Karnataka,Mysore,B30,26-35,Male,20.3,Net Banking,Verified
INV000143,2024-04-15,101207,SIP,21924,Haryana,Gurugram,T30,26-35,Male,23.8,UPI,Verified
INV003263,2024-04-15,120842,Redemption,52297,Tamil Nadu,Chennai,T30,26-35,Female,12.5,Cheque,Verified
INV002178,2024-04-15,119598,SIP,3510,Gujarat,Ahmedabad,T30,36-45,Female,33.8,Cheque,Verified
INV002445,2024-04-15,118635,SIP,11946,Punjab,Chandigarh,T30,26-35,Male,9.5,UPI,Verified
INV002554,2024-04-15,148568,SIP,3349,Madhya Pradesh,Bhopal,B30,18-25,Male,5.4,Cheque,Verified
INV002144,2024-04-15,148567,Lumpsum,124261,Maharashtra,Pune,T30,18-25,Male,3.2,UPI,Verified
INV002292,2024-04-15,148568,SIP,12159,Rajasthan,Udaipur,B30,36-45,Male,54.1,UPI,Verified
INV001928,2024-04-15,102886,SIP,879,Telangana,Hyderabad,T30,46-55,Female,29.2,Cheque,Verified
INV001820,2024-04-15,125497,Lumpsum,388346,Maharashtra,Mumbai,T30,36-45,Female,39.3,Mandate,Pending
INV003234,2024-04-15,118636,Lumpsum,292129,Telangana,Hyderabad,T30,26-35,Male,13.5,Cheque,Verified
INV001598,2024-04-16,119095,SIP,44375,Tamil Nadu,Coimbatore,B30,36-45,Male,48.2,Mandate,Verified
INV001234,2024-04-16,149323,SIP,2371,Uttar Pradesh,Agra,B30,26-35,Male,24.4,Cheque,Verified
INV000689,2024-04-16,119551,Redemption,289784,Tamil Nadu,Chennai,T30,26-35,Female,19.8,Cheque,Verified
INV004527,2024-04-16,125497,Lumpsum,404774,West Bengal,Kolkata,T30,36-45,Male,39.6,Net Banking,Verified
INV003651,2024-04-16,120843,Lumpsum,371827,Gujarat,Surat,T30,26-35,Male,14.6,Mandate,Verified
INV001219,2024-04-16,119120,SIP,2494,West Bengal,Kolkata,T30,26-35,Male,18.4,Net Banking,Verified
INV004924,2024-04-16,118635,Redemption,408292,Telangana,Hyderabad,T30,36-45,Male,16.1,Net Banking,Verified
INV002757,2024-04-16,119120,SIP,1041,Madhya Pradesh,Indore,T30,18-25,Male,5.0,Net Banking,Verified
INV000554,2024-04-16,100033,Redemption,464516,Delhi,Noida,T30,36-45,Male,12.3,Mandate,Verified
INV002815,2024-04-16,120844,SIP,1088,Rajasthan,Jaipur,T30,26-35,Male,10.5,Cheque,Verified
INV002952,2024-04-16,120505,SIP,13918,Punjab,Amritsar,B30,18-25,Male,7.1,UPI,Verified
INV002124,2024-04-16,148567,SIP,49747,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,UPI,Verified
INV004172,2024-04-16,120505,SIP,8059,Madhya Pradesh,Indore,T30,26-35,Male,18.5,Mandate,Verified
INV002188,2024-04-16,119120,SIP,8736,Rajasthan,Jaipur,T30,26-35,Male,19.1,Cheque,Verified
INV000999,2024-04-16,120841,SIP,42520,Telangana,Hyderabad,T30,26-35,Male,15.6,Mandate,Pending
INV003222,2024-04-16,118632,Lumpsum,89812,Punjab,Amritsar,B30,56+,Female,11.7,UPI,Verified
INV004880,2024-04-16,102886,Lumpsum,27428,Punjab,Chandigarh,T30,26-35,Male,6.3,Cheque,Verified
INV003428,2024-04-16,101206,SIP,1935,Tamil Nadu,Coimbatore,B30,26-35,Female,22.8,Mandate,Verified
INV004787,2024-04-16,119598,SIP,13719,Haryana,Faridabad,B30,26-35,Male,8.2,Mandate,Verified
INV003964,2024-04-16,118632,Lumpsum,323280,Punjab,Chandigarh,T30,26-35,Male,16.7,Cheque,Verified
INV003803,2024-04-16,120843,Lumpsum,121185,Rajasthan,Jaipur,T30,26-35,Male,10.8,UPI,Verified
INV002034,2024-04-16,119095,Lumpsum,101124,Uttar Pradesh,Lucknow,T30,26-35,Male,10.0,Cheque,Verified
INV000284,2024-04-16,120504,Lumpsum,327677,Karnataka,Mysore,B30,26-35,Male,7.0,UPI,Verified
INV002753,2024-04-16,119093,Lumpsum,14340,Uttar Pradesh,Lucknow,T30,26-35,Female,21.2,UPI,Verified
INV003457,2024-04-16,119093,Redemption,372115,Karnataka,Bangalore,T30,36-45,Male,48.6,UPI,Verified
INV003425,2024-04-16,125498,SIP,418,Gujarat,Surat,T30,26-35,Female,14.5,Net Banking,Verified
INV003376,2024-04-16,102885,Lumpsum,340196,Delhi,New Delhi,T30,36-45,Male,44.4,UPI,Verified
INV002803,2024-04-16,102886,SIP,2619,Uttar Pradesh,Agra,B30,36-45,Male,31.9,Mandate,Verified
INV003036,2024-04-16,119094,SIP,521,Telangana,Hyderabad,T30,26-35,Male,18.2,Net Banking,Verified
INV002956,2024-04-16,149324,Lumpsum,526940,Gujarat,Surat,T30,36-45,Female,53.7,UPI,Verified
INV000717,2024-04-16,119551,SIP,20175,Tamil Nadu,Chennai,T30,46-55,Male,44.9,Cheque,Verified
INV001453,2024-04-16,120507,Redemption,37163,Gujarat,Ahmedabad,T30,36-45,Male,34.6,Net Banking,Verified
INV000972,2024-04-16,120843,SIP,7126,Telangana,Hyderabad,T30,18-25,Female,5.9,Net Banking,Pending
INV002911,2024-04-16,120504,Lumpsum,326175,Gujarat,Surat,T30,26-35,Male,24.1,Mandate,Verified
INV000892,2024-04-16,120505,SIP,493,Gujarat,Ahmedabad,T30,36-45,Male,26.4,UPI,Verified
INV004956,2024-04-16,120506,Lumpsum,116728,Maharashtra,Mumbai,T30,46-55,Male,62.4,UPI,Verified
INV004468,2024-04-16,100025,Lumpsum,132825,Telangana,Hyderabad,T30,46-55,Female,20.8,UPI,Verified
INV002893,2024-04-16,120841,SIP,24525,Telangana,Hyderabad,T30,56+,Male,69.4,Net Banking,Verified
INV004542,2024-04-16,119094,SIP,7727,Maharashtra,Pune,T30,36-45,Male,53.7,UPI,Verified
INV000239,2024-04-16,148567,SIP,2337,Punjab,Amritsar,B30,36-45,Female,13.2,Mandate,Verified
INV001070,2024-04-16,118636,SIP,2999,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Mandate,Verified
INV002422,2024-04-16,125498,SIP,1187,Tamil Nadu,Chennai,T30,36-45,Male,20.5,UPI,Verified
INV001736,2024-04-16,119093,Lumpsum,378650,Rajasthan,Udaipur,B30,46-55,Female,69.5,Cheque,Verified
INV000471,2024-04-16,120843,SIP,26992,West Bengal,Kolkata,T30,18-25,Male,4.2,UPI,Verified
INV004199,2024-04-16,120843,SIP,47391,Tamil Nadu,Chennai,T30,56+,Male,76.5,Cheque,Verified
INV002417,2024-04-16,118634,Lumpsum,18997,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Mandate,Verified
INV004279,2024-04-16,100025,Redemption,46619,Gujarat,Ahmedabad,T30,36-45,Male,35.7,Cheque,Verified
INV003723,2024-04-16,101208,SIP,26833,Tamil Nadu,Chennai,T30,26-35,Female,10.9,UPI,Verified
INV002343,2024-04-16,120505,Lumpsum,220959,Punjab,Amritsar,B30,26-35,Male,22.1,Mandate,Verified
INV002370,2024-04-16,101206,SIP,20717,Delhi,Noida,T30,26-35,Male,16.6,Cheque,Verified
INV000052,2024-04-16,120841,Redemption,289195,Tamil Nadu,Coimbatore,B30,26-35,Male,19.1,Cheque,Verified
INV000832,2024-04-16,148568,Lumpsum,254191,Karnataka,Bangalore,T30,36-45,Male,36.6,Cheque,Verified
INV004222,2024-04-16,120841,SIP,23992,Uttar Pradesh,Kanpur,B30,26-35,Male,10.9,UPI,Verified
INV000177,2024-04-17,118632,Lumpsum,240166,Rajasthan,Jaipur,T30,26-35,Male,17.6,Mandate,Verified
INV003082,2024-04-17,120507,SIP,1124,Telangana,Hyderabad,T30,26-35,Male,18.7,Cheque,Verified
INV000238,2024-04-17,102885,Lumpsum,224481,Telangana,Hyderabad,T30,36-45,Male,26.3,Mandate,Verified
INV003201,2024-04-17,119551,SIP,4505,Rajasthan,Jaipur,T30,36-45,Female,12.2,Mandate,Verified
INV000328,2024-04-17,120841,SIP,2270,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,Mandate,Verified
INV000914,2024-04-17,118632,Lumpsum,286414,Karnataka,Mysore,B30,18-25,Male,3.8,Mandate,Verified
INV003086,2024-04-17,148568,SIP,50452,West Bengal,Kolkata,T30,26-35,Male,20.2,UPI,Pending
INV004626,2024-04-17,120504,SIP,10671,Telangana,Hyderabad,T30,18-25,Female,5.5,Net Banking,Verified
INV003946,2024-04-17,102885,SIP,16770,Karnataka,Mysore,B30,26-35,Female,9.2,Net Banking,Verified
INV002803,2024-04-17,101208,Lumpsum,84733,Uttar Pradesh,Agra,B30,36-45,Male,31.9,UPI,Verified
INV000881,2024-04-17,149324,SIP,814,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Cheque,Pending
INV002373,2024-04-17,148568,SIP,2933,Maharashtra,Pune,T30,36-45,Male,56.3,Mandate,Verified
INV001428,2024-04-17,118635,SIP,3045,Delhi,New Delhi,T30,26-35,Male,17.8,Net Banking,Verified
INV004835,2024-04-17,118636,Lumpsum,113508,Maharashtra,Nashik,B30,56+,Male,12.9,Cheque,Verified
INV002202,2024-04-17,118635,Redemption,59538,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Mandate,Verified
INV002893,2024-04-17,119598,SIP,3236,Telangana,Hyderabad,T30,56+,Male,69.4,Mandate,Verified
INV001558,2024-04-17,149322,SIP,5555,West Bengal,Kolkata,T30,56+,Female,23.8,Net Banking,Verified
INV002379,2024-04-17,118633,Lumpsum,484349,Madhya Pradesh,Bhopal,B30,26-35,Male,15.6,Cheque,Verified
INV000052,2024-04-17,119598,SIP,4522,Tamil Nadu,Coimbatore,B30,26-35,Male,19.1,UPI,Verified
INV000888,2024-04-17,102885,SIP,2737,Gujarat,Ahmedabad,T30,26-35,Male,21.9,Mandate,Verified
INV001987,2024-04-17,119599,SIP,8861,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,UPI,Verified
INV003370,2024-04-17,120841,SIP,2825,Karnataka,Mysore,B30,56+,Female,54.8,Net Banking,Verified
INV004017,2024-04-17,101208,SIP,7074,West Bengal,Kolkata,T30,36-45,Male,36.7,Cheque,Verified
INV004819,2024-04-17,118632,Lumpsum,275129,Telangana,Hyderabad,T30,26-35,Female,14.8,Mandate,Verified
INV000751,2024-04-17,119094,SIP,2714,Uttar Pradesh,Kanpur,B30,36-45,Male,17.7,Mandate,Verified
INV001944,2024-04-17,102885,SIP,12861,Telangana,Hyderabad,T30,18-25,Male,4.4,Mandate,Verified
INV004801,2024-04-17,119552,SIP,1609,Uttar Pradesh,Lucknow,T30,26-35,Male,13.2,Cheque,Verified
INV003671,2024-04-17,149324,Redemption,544249,Haryana,Gurugram,T30,36-45,Female,22.9,UPI,Verified
INV004693,2024-04-17,120504,Lumpsum,400993,Maharashtra,Nashik,B30,36-45,Male,44.9,Mandate,Verified
INV001004,2024-04-17,120843,SIP,4830,Uttar Pradesh,Kanpur,B30,18-25,Male,3.8,UPI,Verified
INV003982,2024-04-17,119551,Lumpsum,427187,Tamil Nadu,Coimbatore,B30,36-45,Female,34.4,Net Banking,Verified
INV003651,2024-04-17,119598,SIP,10780,Gujarat,Surat,T30,26-35,Male,14.6,Net Banking,Pending
INV001079,2024-04-17,118635,Lumpsum,233587,West Bengal,Kolkata,T30,26-35,Male,10.1,Net Banking,Verified
INV003919,2024-04-17,118633,Lumpsum,170042,Uttar Pradesh,Lucknow,T30,18-25,Male,3.4,Cheque,Verified
INV001456,2024-04-17,120504,Lumpsum,346036,Punjab,Chandigarh,T30,36-45,Male,36.3,UPI,Verified
INV004262,2024-04-17,149322,Lumpsum,335731,Uttar Pradesh,Agra,B30,26-35,Male,6.2,UPI,Verified
INV002411,2024-04-17,119120,SIP,6174,Rajasthan,Jaipur,T30,46-55,Male,38.4,Cheque,Pending
INV001892,2024-04-17,120507,SIP,2010,Rajasthan,Udaipur,B30,26-35,Male,18.9,Cheque,Verified
INV002080,2024-04-17,120507,Lumpsum,501928,Tamil Nadu,Coimbatore,B30,26-35,Male,21.3,UPI,Verified
INV004889,2024-04-17,148567,SIP,2456,Rajasthan,Jaipur,T30,46-55,Male,34.5,Mandate,Verified
INV001826,2024-04-17,101206,SIP,3481,Punjab,Amritsar,B30,18-25,Male,4.7,Mandate,Pending
INV001600,2024-04-17,148567,Redemption,20089,Rajasthan,Jaipur,T30,26-35,Female,22.9,Mandate,Verified
INV001059,2024-04-17,100033,SIP,8441,Karnataka,Mysore,B30,26-35,Male,24.2,Cheque,Verified
INV001274,2024-04-17,119598,SIP,20990,Maharashtra,Mumbai,T30,36-45,Female,55.7,Mandate,Verified
INV001753,2024-04-17,120843,SIP,7109,Rajasthan,Jaipur,T30,26-35,Male,10.0,UPI,Verified
INV002314,2024-04-17,100033,SIP,1101,Tamil Nadu,Chennai,T30,18-25,Male,3.9,Mandate,Verified
INV000113,2024-04-17,120844,SIP,49832,Punjab,Chandigarh,T30,26-35,Female,7.3,Cheque,Verified
INV004201,2024-04-17,120504,Lumpsum,204717,Telangana,Hyderabad,T30,36-45,Male,20.2,UPI,Verified
INV000625,2024-04-17,120842,Lumpsum,158054,Rajasthan,Jaipur,T30,46-55,Female,19.7,Mandate,Verified
INV004314,2024-04-17,119093,Redemption,393557,Haryana,Gurugram,T30,26-35,Male,19.2,UPI,Verified
INV003237,2024-04-17,148569,SIP,4242,Delhi,Gurugram,T30,46-55,Male,66.7,Cheque,Verified
INV000739,2024-04-17,125498,SIP,2775,Uttar Pradesh,Agra,B30,46-55,Female,97.0,Net Banking,Pending
INV003674,2024-04-17,119552,Lumpsum,262937,Uttar Pradesh,Kanpur,B30,36-45,Male,32.8,Net Banking,Verified
INV001974,2024-04-17,148569,Lumpsum,312458,Tamil Nadu,Chennai,T30,56+,Male,64.3,UPI,Verified
INV003353,2024-04-17,100025,Lumpsum,281387,Rajasthan,Udaipur,B30,26-35,Female,13.3,UPI,Verified
INV000164,2024-04-17,125497,SIP,2378,Rajasthan,Udaipur,B30,18-25,Male,6.0,UPI,Verified
INV003314,2024-04-17,125497,SIP,59275,Telangana,Hyderabad,T30,36-45,Female,25.6,Mandate,Pending
INV002468,2024-04-17,118635,Lumpsum,399454,West Bengal,Kolkata,T30,46-55,Male,48.8,Mandate,Verified
INV004659,2024-04-17,100033,SIP,2728,West Bengal,Kolkata,T30,18-25,Female,3.3,Cheque,Verified
INV003025,2024-04-17,118632,SIP,2125,Gujarat,Surat,T30,26-35,Female,11.9,Net Banking,Verified
INV002575,2024-04-18,119094,SIP,54233,West Bengal,Kolkata,T30,18-25,Male,7.9,Net Banking,Verified
INV001918,2024-04-18,119093,Lumpsum,494162,Tamil Nadu,Coimbatore,B30,36-45,Male,19.8,Cheque,Verified
INV001548,2024-04-18,120842,Redemption,326765,Delhi,New Delhi,T30,26-35,Male,24.8,Mandate,Verified
INV000262,2024-04-18,119093,SIP,5499,Telangana,Hyderabad,T30,36-45,Male,47.6,Net Banking,Verified
INV004630,2024-04-18,101207,Redemption,29802,Madhya Pradesh,Bhopal,B30,26-35,Female,6.3,Mandate,Verified
INV003057,2024-04-18,120505,Lumpsum,319314,Punjab,Chandigarh,T30,18-25,Male,6.4,Net Banking,Verified
INV000195,2024-04-18,119552,Redemption,78962,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Cheque,Pending
