amfi_code,stock_symbol,stock_name,sector,weight_pct,market_value_cr,current_price_inr,portfolio_date
149322,INDUSINDBK,IndusInd Bank Ltd,Banking,3.48,1748.44,3372.6,2025-12-31
149322,LT,Larsen & Toubro Ltd,Infrastructure,10.85,1637.54,1226.98,2025-12-31
149322,TITAN,Titan Company Ltd,Consumer Goods,17.77,377.91,2025.88,2025-12-31
149322,RELIANCE,Reliance Industries Ltd,Energy,9.43,777.89,7819.47,2025-12-31
149322,HDFCBANK,HDFC Bank Ltd,Banking,14.66,1731.8,1285.32,2025-12-31
149322,KOTAKBANK,Kotak Mahindra Bank,Banking,10.5,136.25,4506.37,2025-12-31
149322,INFY,Infosys Ltd,IT,3.19,915.39,5031.45,2025-12-31
149323,NTPC,NTPC Ltd,Utilities,16.38,92.02,4127.8,2025-12-31
149323,CIPLA,Cipla Ltd,Pharma,22.84,533.85,5346.17,2025-12-31
149323,ASIANPAINT,Asian Paints Ltd,Paints,5.27,704.58,2142.27,2025-12-31
149323,DIVISLAB,Divi's Laboratories,Pharma,12.54,1192.26,1276.16,2025-12-31
149323,SUNPHARMA,Sun Pharmaceutical Industries,Pharma,5.96,1277.89,7922.62,2025-12-31
149323,MARUTI,Maruti Suzuki India Ltd,Automobile,5.35,714.26,1080.51,2025-12-31
149323,AXISBANK,Axis Bank Ltd,Banking,8.07,1913.58,2703.69,2025-12-31
149323,WIPRO,Wipro Ltd,IT,15.9,516.02,4967.72,2025-12-31
149323,ULTRACEMCO,UltraTech Cement Ltd,Cement,7.69,1811.91,5960.44,2025-12-31
149324,ICICIBANK,ICICI Bank Ltd,Banking,4.11,1707.37,3007.37,2025-12-31
149324,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,5.31,663.04,7942.96,2025-12-31
149324,CIPLA,Cipla Ltd,Pharma,5.79,405.18,6979.57,2025-12-31
149324,GRASIM,Grasim Industries Ltd,Diversified,6.77,1307.4,2911.62,2025-12-31
149324,DRREDDY,Dr. Reddy's Laboratories,Pharma,17.19,1289.52,1556.49,2025-12-31
149324,BAJFINANCE,Bajaj Finance Ltd,NBFC,19.71,1576.26,1803.18,2025-12-31
149324,RELIANCE,Reliance Industries Ltd,Energy,6.95,1478.91,2762.54,2025-12-31
149324,DIVISLAB,Divi's Laboratories,Pharma,9.54,855.88,7453.05,2025-12-31
149324,BHARTIARTL,Bharti Airtel Ltd,Telecom,1.79,969.71,924.41,2025-12-31
149324,TCS,Tata Consultancy Services,IT,13.17,1637.69,1927.89,2025-12-31
149324,INDUSINDBK,IndusInd Bank Ltd,Banking,7.63,1387.3,3208.86,2025-12-31
149324,NTPC,NTPC Ltd,Utilities,2.04,1303.55,5797.95,2025-12-31
